position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,liuzzi,0.0,19,ae,15,21.0,C81625,F6AFC1,Vitantonio Liuzzi 🇮🇹,🇦🇪,UAE
,michael_schumacher,0.0,19,ae,9,72.0,D7D7D5,18A19B,Michael Schumacher 🇩🇪,🇦🇪,UAE
,glock,0.0,19,ae,25,0.0,444444,F60002,Timo Glock 🇩🇪,🇦🇪,UAE
,liuzzi,0.0,18,br,14,21.0,C81625,F6AFC1,Vitantonio Liuzzi 🇮🇹,🇧🇷,Brazil
,grassi,0.0,18,br,24,0.0,444444,F60002,Lucas di Grassi 🇧🇷,🇧🇷,Brazil
,rosberg,0.0,17,kr,8,122.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇰🇷,Korea
,webber,0.0,17,kr,2,220.0,FDCC2F,121D32,Mark Webber 🇦🇺,🇰🇷,Korea
,trulli,0.0,17,kr,21,0.0,444444,006400,Jarno Trulli 🇮🇹,🇰🇷,Korea
,grassi,0.0,17,kr,24,0.0,444444,F60002,Lucas di Grassi 🇧🇷,🇰🇷,Korea
,buemi,0.0,17,kr,16,8.0,FC181D,2039C3,Sébastien Buemi 🇨🇭,🇰🇷,Korea
,glock,0.0,17,kr,25,0.0,444444,F60002,Timo Glock 🇩🇪,🇰🇷,Korea
,petrov,0.0,17,kr,14,19.0,424B52,FDE139,Vitaly Petrov 🇷🇺,🇰🇷,Korea
,vettel,0.0,17,kr,4,206.0,FDCC2F,121D32,Sebastian Vettel 🇩🇪,🇰🇷,Korea
,sutil,0.0,17,kr,11,47.0,C81625,F6AFC1,Adrian Sutil 🇩🇪,🇰🇷,Korea
,grassi,0.0,16,jp,23,0.0,444444,F60002,Lucas di Grassi 🇧🇷,🇯🇵,Japan
,petrov,0.0,16,jp,13,19.0,424B52,FDE139,Vitaly Petrov 🇷🇺,🇯🇵,Japan
,rosa,0.0,1,bh,18,0.0,A17A5D,0736A5,Pedro de la Rosa 🇪🇸,🇧🇭,Bahrain
,bruno_senna,0.0,1,bh,19,0.0,444444,BE9D56,Bruno Senna 🇧🇷,🇧🇭,Bahrain
,glock,0.0,1,bh,20,0.0,444444,F60002,Timo Glock 🇩🇪,🇧🇭,Bahrain
