1,Tommy Byrne 🇮🇪
1,Teo Fabi 🇮🇹
1,Slim Borgudd 🇸🇪
1,Rupert Keegan 🇬🇧
1,Roberto Guerrero 🇨🇴
1,Raul Boesel 🇧🇷
1,Niki Lauda 🇦🇹
1,Mauro Baldi 🇮🇹
1,Manfred Winkelhock 🇩🇪
1,Jacques Villeneuve Sr. 🇨🇦
1,Hector Rebaque 🇲🇽
1,Gilles Villeneuve 🇨🇦
1,Didier Pironi 🇫🇷
1,Carlos Reutemann 🇦🇷
1,Beppe Gabbiani 🇮🇹
1,Alan Jones 🇦🇺
2,Michele Alboreto 🇮🇹
2,Nelson Piquet 🇧🇷
2,Alain Prost 🇫🇷
2,Patrick Tambay 🇫🇷
2,René Arnoux 🇫🇷
2,Riccardo Patrese 🇮🇹
2,Mario Andretti 🇺🇸
2,Marc Surer 🇨🇭
2,Keke Rosberg 🇫🇮
2,John Watson 🇬🇧
2,Jean-Pierre Jarier 🇫🇷
2,Jacques Laffite 🇫🇷
2,Eliseo Salazar 🇨🇱
2,Elio de Angelis 🇮🇹
2,Eddie Cheever 🇺🇸
2,Derek Warwick 🇬🇧
2,Derek Daly 🇮🇪
2,Chico Serra 🇧🇷
2,Bruno Giacomelli 🇮🇹
2,Brian Henton 🇬🇧
2,Andrea de Cesaris 🇮🇹
2,Nigel Mansell 🇬🇧
