name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1981 Caesars Palace Grand Prix 🇺🇸,1:44:09.077,15,75,Williams 🇬🇧,1981-10-17,Alan Jones 🇦🇺,1981
1982 Caesars Palace Grand Prix 🇺🇸,1:41:56.888,16,75,Tyrrell 🇬🇧,1982-09-25,Michele Alboreto 🇮🇹,1982
