name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1955 British Grand Prix 🇬🇧,3:07:21.2,6,90,Mercedes 🇩🇪,1955-07-16,Stirling Moss 🇬🇧,1955
1957 British Grand Prix 🇬🇧,3:06:37.8,5,90,Vanwall 🇬🇧,1957-07-20,Stirling Moss 🇬🇧,1957
1959 British Grand Prix 🇬🇧,2:30:11.6,5,75,Cooper-Climax 🇬🇧,1959-07-18,Jack Brabham 🇦🇺,1959
1961 British Grand Prix 🇬🇧,2:40:53.6,5,75,Ferrari 🇮🇹,1961-07-15,Wolfgang von Trips 🇩🇪,1961
1962 British Grand Prix 🇬🇧,2:26:20.8,5,75,Lotus-Climax 🇬🇧,1962-07-21,Jim Clark 🇬🇧,1962
