raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
199801,Australian Grand Prix,1,au,1998,1998-03-08T00:00:00.000Z,albert_park,,🇦🇺,Australia
199802,Brazilian Grand Prix,2,br,1998,1998-03-29T00:00:00.000Z,interlagos,,🇧🇷,Brazil
199803,Argentine Grand Prix,3,ar,1998,1998-04-12T00:00:00.000Z,galvez,,🇦🇷,Argentina
199804,San Marino Grand Prix,4,it,1998,1998-04-26T00:00:00.000Z,imola,,🇮🇹,Italy
199805,Spanish Grand Prix,5,es,1998,1998-05-10T00:00:00.000Z,catalunya,,🇪🇸,Spain
199806,Monaco Grand Prix,6,mc,1998,1998-05-24T00:00:00.000Z,monaco,,🇲🇨,Monaco
199807,Canadian Grand Prix,7,ca,1998,1998-06-07T00:00:00.000Z,villeneuve,,🇨🇦,Canada
199808,French Grand Prix,8,fr,1998,1998-06-28T00:00:00.000Z,magny_cours,,🇫🇷,France
199809,British Grand Prix,9,gb,1998,1998-07-12T00:00:00.000Z,silverstone,,🇬🇧,UK
199810,Austrian Grand Prix,10,at,1998,1998-07-26T00:00:00.000Z,osterreichring,,🇦🇹,Austria
199811,German Grand Prix,11,de,1998,1998-08-02T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
199812,Hungarian Grand Prix,12,hu,1998,1998-08-16T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
199813,Belgian Grand Prix,13,be,1998,1998-08-30T00:00:00.000Z,spa,,🇧🇪,Belgium
199814,Italian Grand Prix,14,it,1998,1998-09-13T00:00:00.000Z,monza,,🇮🇹,Italy
199815,Luxembourg Grand Prix,15,de,1998,1998-09-27T00:00:00.000Z,nurburgring,,🇩🇪,Germany
199816,Japanese Grand Prix,16,jp,1998,1998-11-01T00:00:00.000Z,suzuka,,🇯🇵,Japan
