position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,coulthard,0.0,18,br,16,8.0,FDCC2F,121D32,David Coulthard 🇬🇧,🇧🇷,Brazil
,piquet_jr,0.0,18,br,12,19.0,424B52,FDE139,Nelson Piquet Jr. 🇧🇷,🇧🇷,Brazil
,trulli,0.0,17,cn,9,30.0,444444,D70028,Jarno Trulli 🇮🇹,🇨🇳,China
,sutil,0.0,17,cn,20,0.0,C81625,F6AFC1,Adrian Sutil 🇩🇪,🇨🇳,China
,kovalainen,0.0,17,cn,7,51.0,0D1D20,FCA13B,Heikki Kovalainen 🇫🇮,🇨🇳,China
,coulthard,0.0,16,jp,16,8.0,FDCC2F,121D32,David Coulthard 🇬🇧,🇯🇵,Japan
,glock,0.0,16,jp,11,20.0,444444,D70028,Timo Glock 🇩🇪,🇯🇵,Japan
,sutil,0.0,16,jp,20,0.0,C81625,F6AFC1,Adrian Sutil 🇩🇪,🇯🇵,Japan
,kovalainen,0.0,16,jp,6,51.0,0D1D20,FCA13B,Heikki Kovalainen 🇫🇮,🇯🇵,Japan
,fisichella,0.0,16,jp,19,0.0,C81625,F6AFC1,Giancarlo Fisichella 🇮🇹,🇯🇵,Japan
,piquet_jr,0.0,15,sg,13,13.0,424B52,FDE139,Nelson Piquet Jr. 🇧🇷,🇸🇬,Singapore
,barrichello,0.0,15,sg,14,11.0,444444,FFFFFF,Rubens Barrichello 🇧🇷,🇸🇬,Singapore
,webber,0.0,15,sg,11,20.0,FDCC2F,121D32,Mark Webber 🇦🇺,🇸🇬,Singapore
,sutil,0.0,15,sg,20,0.0,C81625,F6AFC1,Adrian Sutil 🇩🇪,🇸🇬,Singapore
,trulli,0.0,15,sg,9,26.0,444444,D70028,Jarno Trulli 🇮🇹,🇸🇬,Singapore
,piquet_jr,0.0,13,be,11,13.0,424B52,FDE139,Nelson Piquet Jr. 🇧🇷,🇧🇪,Belgium
