name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1975 Austrian Grand Prix 🇦🇹,12,16,28,March 🇬🇧,1975-08-17,15,,1975,Vittorio Brambilla 🇮🇹
1975 Belgian Grand Prix 🇧🇪,6,7,17,Ferrari 🇮🇹,1975-05-25,R,,1975,Niki Lauda 🇦🇹
1975 British Grand Prix 🇬🇧,10,13,53,McLaren 🇬🇧,1975-07-19,15,,1975,Emerson Fittipaldi 🇧🇷
1975 Dutch Grand Prix 🇳🇱,8,7,74,Hesketh 🇬🇧,1975-06-22,7,,1975,James Hunt 🇬🇧
1975 French Grand Prix 🇫🇷,9,12,54,Ferrari 🇮🇹,1975-07-06,7,+1:09.61,1975,Niki Lauda 🇦🇹
1975 German Grand Prix 🇩🇪,11,17,9,Brabham 🇬🇧,1975-08-03,R,,1975,Carlos Reutemann 🇦🇷
1975 Italian Grand Prix 🇮🇹,13,6,1,Ferrari 🇮🇹,1975-09-07,R,,1975,Clay Regazzoni 🇨🇭
1975 Spanish Grand Prix 🇪🇸,4,18,27,McLaren 🇬🇧,1975-04-27,7,,1975,Jochen Mass 🇩🇪
1975 Swedish Grand Prix 🇸🇪,7,17,79,Ferrari 🇮🇹,1975-06-08,6,,1975,Niki Lauda 🇦🇹
1975 United States Grand Prix 🇺🇸,14,17,5,Ferrari 🇮🇹,1975-10-05,R,,1975,Niki Lauda 🇦🇹
