position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,button,0.0,18,br,3,85.0,444444,FFFFFF,Jenson Button 🇬🇧,🇧🇷,Brazil
,heidfeld,0.0,18,br,18,3.0,444444,FFFF01,Nick Heidfeld 🇩🇪,🇧🇷,Brazil
,webber,0.0,18,br,13,7.0,444444,095921,Mark Webber 🇦🇺,🇧🇷,Brazil
,webber,0.0,17,jp,13,7.0,444444,095921,Mark Webber 🇦🇺,🇯🇵,Japan
,barrichello,0.0,17,jp,2,108.0,16191A,EB212E,Rubens Barrichello 🇧🇷,🇯🇵,Japan
,coulthard,0.0,17,jp,9,24.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇯🇵,Japan
,baumgartner,0.0,17,jp,20,1.0,444444,1B1D1D,Zsolt Baumgartner 🇭🇺,🇯🇵,Japan
,klien,0.0,16,cn,16,3.0,444444,095921,Christian Klien 🇦🇹,🇨🇳,China
,zonta,0.0,16,cn,21,0.0,444444,D70028,Ricardo Zonta 🇧🇷,🇨🇳,China
,ralf_schumacher,0.0,16,cn,11,12.0,082957,EAE4ED,Ralf Schumacher 🇩🇪,🇨🇳,China
,bruni,0.0,16,cn,25,0.0,444444,1B1D1D,Gianmaria Bruni 🇮🇹,🇨🇳,China
,panis,0.0,15,it,14,6.0,444444,D70028,Olivier Panis 🇫🇷,🇮🇹,Italy
,raikkonen,0.0,15,it,7,28.0,0D1D20,FCA13B,Kimi Räikkönen 🇫🇮,🇮🇹,Italy
,bruni,0.0,15,it,24,0.0,444444,1B1D1D,Gianmaria Bruni 🇮🇹,🇮🇹,Italy
,pantano,0.0,15,it,23,0.0,444444,FFFF01,Giorgio Pantano 🇮🇹,🇮🇹,Italy
,pantano,0.0,14,be,23,0.0,444444,FFFF01,Giorgio Pantano 🇮🇹,🇧🇪,Belgium
,bruni,0.0,14,be,24,0.0,444444,1B1D1D,Gianmaria Bruni 🇮🇹,🇧🇪,Belgium
