raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
200401,Australian Grand Prix,1,au,2004,2004-03-07T00:00:00.000Z,albert_park,,🇦🇺,Australia
200402,Malaysian Grand Prix,2,my,2004,2004-03-21T00:00:00.000Z,sepang,,🇲🇾,Malaysia
200403,Bahrain Grand Prix,3,bh,2004,2004-04-04T00:00:00.000Z,bahrain,,🇧🇭,Bahrain
200404,San Marino Grand Prix,4,it,2004,2004-04-25T00:00:00.000Z,imola,,🇮🇹,Italy
200405,Spanish Grand Prix,5,es,2004,2004-05-09T00:00:00.000Z,catalunya,,🇪🇸,Spain
200406,Monaco Grand Prix,6,mc,2004,2004-05-23T00:00:00.000Z,monaco,,🇲🇨,Monaco
200407,European Grand Prix,7,de,2004,2004-05-30T00:00:00.000Z,nurburgring,,🇩🇪,Germany
200408,Canadian Grand Prix,8,ca,2004,2004-06-13T00:00:00.000Z,villeneuve,,🇨🇦,Canada
200409,United States Grand Prix,9,us,2004,2004-06-20T00:00:00.000Z,indianapolis,,🇺🇸,USA
200410,French Grand Prix,10,fr,2004,2004-07-04T00:00:00.000Z,magny_cours,,🇫🇷,France
200411,British Grand Prix,11,gb,2004,2004-07-11T00:00:00.000Z,silverstone,,🇬🇧,UK
200412,German Grand Prix,12,de,2004,2004-07-25T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
200413,Hungarian Grand Prix,13,hu,2004,2004-08-15T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
200414,Belgian Grand Prix,14,be,2004,2004-08-29T00:00:00.000Z,spa,,🇧🇪,Belgium
200415,Italian Grand Prix,15,it,2004,2004-09-12T00:00:00.000Z,monza,,🇮🇹,Italy
200416,Chinese Grand Prix,16,cn,2004,2004-09-26T00:00:00.000Z,shanghai,,🇨🇳,China
200417,Japanese Grand Prix,17,jp,2004,2004-10-10T00:00:00.000Z,suzuka,,🇯🇵,Japan
200418,Brazilian Grand Prix,18,br,2004,2004-10-24T00:00:00.000Z,interlagos,,🇧🇷,Brazil
