name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1975 Austrian Grand Prix 🇦🇹,12,24,2,March 🇬🇧,1975-08-17,R,,1975,Vittorio Brambilla 🇮🇹
1975 Belgian Grand Prix 🇧🇪,6,20,68,Ferrari 🇮🇹,1975-05-25,9,,1975,Niki Lauda 🇦🇹
1975 Dutch Grand Prix 🇳🇱,8,20,23,Hesketh 🇬🇧,1975-06-22,R,,1975,James Hunt 🇬🇧
1975 French Grand Prix 🇫🇷,9,25,52,Ferrari 🇮🇹,1975-07-06,17,,1975,Niki Lauda 🇦🇹
1975 Italian Grand Prix 🇮🇹,13,20,0,Ferrari 🇮🇹,1975-09-07,R,,1975,Clay Regazzoni 🇨🇭
1975 Monaco Grand Prix 🇲🇨,5,0,0,Ferrari 🇮🇹,1975-05-11,F,,1975,Niki Lauda 🇦🇹
1975 South African Grand Prix 🇿🇦,3,24,76,Tyrrell 🇬🇧,1975-03-01,15,,1975,Jody Scheckter 🇿🇦
1975 Spanish Grand Prix 🇪🇸,4,23,7,McLaren 🇬🇧,1975-04-27,R,,1975,Jochen Mass 🇩🇪
1975 Swedish Grand Prix 🇸🇪,7,23,78,Ferrari 🇮🇹,1975-06-08,13,,1975,Niki Lauda 🇦🇹
1976 British Grand Prix 🇬🇧,9,22,24,Ferrari 🇮🇹,1976-07-18,R,,1976,Niki Lauda 🇦🇹
1976 South African Grand Prix 🇿🇦,2,23,77,Ferrari 🇮🇹,1976-03-06,10,,1976,Niki Lauda 🇦🇹
1976 United States Grand Prix West 🇺🇸,3,0,0,Ferrari 🇮🇹,1976-03-28,F,,1976,Clay Regazzoni 🇨🇭
