name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1962 South African Grand Prix 🇿🇦,2:08:03.3,9,82,BRM 🇬🇧,1962-12-29,Graham Hill 🇬🇧,1962
1963 South African Grand Prix 🇿🇦,2:10:36.9,10,85,Lotus-Climax 🇬🇧,1963-12-28,Jim Clark 🇬🇧,1963
1965 South African Grand Prix 🇿🇦,2:06:46.0,1,85,Lotus-Climax 🇬🇧,1965-01-01,Jim Clark 🇬🇧,1965
