raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
199901,Australian Grand Prix,1,au,1999,1999-03-07T00:00:00.000Z,albert_park,,🇦🇺,Australia
199902,Brazilian Grand Prix,2,br,1999,1999-04-11T00:00:00.000Z,interlagos,,🇧🇷,Brazil
199903,San Marino Grand Prix,3,it,1999,1999-05-02T00:00:00.000Z,imola,,🇮🇹,Italy
199904,Monaco Grand Prix,4,mc,1999,1999-05-16T00:00:00.000Z,monaco,,🇲🇨,Monaco
199905,Spanish Grand Prix,5,es,1999,1999-05-30T00:00:00.000Z,catalunya,,🇪🇸,Spain
199906,Canadian Grand Prix,6,ca,1999,1999-06-13T00:00:00.000Z,villeneuve,,🇨🇦,Canada
199907,French Grand Prix,7,fr,1999,1999-06-27T00:00:00.000Z,magny_cours,,🇫🇷,France
199908,British Grand Prix,8,gb,1999,1999-07-11T00:00:00.000Z,silverstone,,🇬🇧,UK
199909,Austrian Grand Prix,9,at,1999,1999-07-25T00:00:00.000Z,osterreichring,,🇦🇹,Austria
199910,German Grand Prix,10,de,1999,1999-08-01T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
199911,Hungarian Grand Prix,11,hu,1999,1999-08-15T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
199912,Belgian Grand Prix,12,be,1999,1999-08-29T00:00:00.000Z,spa,,🇧🇪,Belgium
199913,Italian Grand Prix,13,it,1999,1999-09-12T00:00:00.000Z,monza,,🇮🇹,Italy
199914,European Grand Prix,14,de,1999,1999-09-26T00:00:00.000Z,nurburgring,,🇩🇪,Germany
199915,Malaysian Grand Prix,15,my,1999,1999-10-17T00:00:00.000Z,sepang,,🇲🇾,Malaysia
199916,Japanese Grand Prix,16,jp,1999,1999-10-31T00:00:00.000Z,suzuka,,🇯🇵,Japan
