agabashian,1
alboreto,2
alesi,2
alonso,22
amon,5
angelis,3
arnoux,18
ascari,14
bandini,1
barrichello,14
berger,12
bonetto,1
bonnier,1
boutsen,1
brambilla,1
brooks,4
button,8
castellotti,3
cesaris,1
clark,33
connor,1
coulthard,12
damon_hill,20
depailler,1
dick_rathmann,1
emerson_fittipaldi,6
fabi,3
fagioli,1
fangio,29
farina,6
faulkner,1
fisichella,4
flaherty,1
frentzen,2
giacomelli,1
gilles_villeneuve,2
gonzalez,3
gurney,3
hakkinen,26
hamilton,63
hawthorn,4
heidfeld,1
hill,13
hoyt,1
hulkenberg,1
hulme,1
hunt,14
ickx,13
jabouille,6
jack_brabham,13
jarier,3
jones,6
keke_rosberg,5
kovalainen,1
kubica,1
laffite,7
lauda,24
lewis-evans,2
maldonado,1
mansell,32
mario_andretti,18
massa,16
mcgrath,1
michael_schumacher,68
montoya,13
moss,17
nalon,1
pace,1
parkes,1
patrese,8
peterson,14
phil_hill,6
piquet,24
pironi,4
prost,33
pryce,1
raikkonen,16
ralf_schumacher,6
regazzoni,5
reutemann,6
revson,1
ricciardo,1
rindt,10
rosberg,30
sachs,1
scheckter,3
senna,65
siffert,2
spence,1
stewart,17
surtees,8
tambay,5
thomson,1
trintignant,1
trips,1
trulli,4
vettel,46
villeneuve,13
villoresi,1
vukovich,1
watson,2
webber,13
