raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
199601,Australian Grand Prix,1,au,1996,1996-03-10T00:00:00.000Z,albert_park,,🇦🇺,Australia
199602,Brazilian Grand Prix,2,br,1996,1996-03-31T00:00:00.000Z,interlagos,,🇧🇷,Brazil
199603,Argentine Grand Prix,3,ar,1996,1996-04-07T00:00:00.000Z,galvez,,🇦🇷,Argentina
199604,European Grand Prix,4,de,1996,1996-04-28T00:00:00.000Z,nurburgring,,🇩🇪,Germany
199605,San Marino Grand Prix,5,it,1996,1996-05-05T00:00:00.000Z,imola,,🇮🇹,Italy
199606,Monaco Grand Prix,6,mc,1996,1996-05-19T00:00:00.000Z,monaco,,🇲🇨,Monaco
199607,Spanish Grand Prix,7,es,1996,1996-06-02T00:00:00.000Z,catalunya,,🇪🇸,Spain
199608,Canadian Grand Prix,8,ca,1996,1996-06-16T00:00:00.000Z,villeneuve,,🇨🇦,Canada
199609,French Grand Prix,9,fr,1996,1996-06-30T00:00:00.000Z,magny_cours,,🇫🇷,France
199610,British Grand Prix,10,gb,1996,1996-07-14T00:00:00.000Z,silverstone,,🇬🇧,UK
199611,German Grand Prix,11,de,1996,1996-07-28T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
199612,Hungarian Grand Prix,12,hu,1996,1996-08-11T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
199613,Belgian Grand Prix,13,be,1996,1996-08-25T00:00:00.000Z,spa,,🇧🇪,Belgium
199614,Italian Grand Prix,14,it,1996,1996-09-08T00:00:00.000Z,monza,,🇮🇹,Italy
199615,Portuguese Grand Prix,15,pt,1996,1996-09-22T00:00:00.000Z,estoril,,🇵🇹,Portugal
199616,Japanese Grand Prix,16,jp,1996,1996-10-13T00:00:00.000Z,suzuka,,🇯🇵,Japan
