position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,lavaggi,0.0,16,jp,22,0.0,444444,1B1D1D,Giovanni Lavaggi 🇮🇹,🇯🇵,Japan
,alesi,0.0,16,jp,4,47.0,444444,73C2FB,Jean Alesi 🇫🇷,🇯🇵,Japan
,diniz,0.0,16,jp,15,2.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇯🇵,Japan
,salo,0.0,16,jp,13,5.0,444444,274B72,Mika Salo 🇫🇮,🇯🇵,Japan
,villeneuve,0.0,16,jp,2,78.0,082957,EAE4ED,Jacques Villeneuve 🇨🇦,🇯🇵,Japan
,katayama,0.0,16,jp,17,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇯🇵,Japan
,irvine,0.0,16,jp,10,11.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇯🇵,Japan
,barrichello,0.0,15,pt,8,14.0,444444,FFFF01,Rubens Barrichello 🇧🇷,🇵🇹,Portugal
,diniz,0.0,15,pt,15,2.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇵🇹,Portugal
,verstappen,0.0,15,pt,16,1.0,444444,888888,Jos Verstappen 🇳🇱,🇵🇹,Portugal
,hakkinen,0.0,15,pt,5,27.0,0D1D20,FCA13B,Mika Häkkinen 🇫🇮,🇵🇹,Portugal
,coulthard,0.0,14,it,6,18.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇮🇹,Italy
,panis,0.0,14,it,9,13.0,444444,0F5DBB,Olivier Panis 🇫🇷,🇮🇹,Italy
,berger,0.0,14,it,7,17.0,444444,73C2FB,Gerhard Berger 🇦🇹,🇮🇹,Italy
,lavaggi,0.0,14,it,22,0.0,444444,1B1D1D,Giovanni Lavaggi 🇮🇹,🇮🇹,Italy
,frentzen,0.0,14,it,11,6.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇮🇹,Italy
,salo,0.0,14,it,13,5.0,444444,274B72,Mika Salo 🇫🇮,🇮🇹,Italy
,lamy,0.0,14,it,20,0.0,444444,1B1D1D,Pedro Lamy 🇵🇹,🇮🇹,Italy
,irvine,0.0,14,it,10,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇮🇹,Italy
,rosset,0.0,14,it,18,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇮🇹,Italy
,lavaggi,0.0,13,be,22,0.0,444444,1B1D1D,Giovanni Lavaggi 🇮🇹,🇧🇪,Belgium
,panis,0.0,13,be,8,13.0,444444,0F5DBB,Olivier Panis 🇫🇷,🇧🇪,Belgium
,frentzen,0.0,2,br,11,0.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇧🇷,Brazil
,villeneuve,0.0,2,br,3,6.0,082957,EAE4ED,Jacques Villeneuve 🇨🇦,🇧🇷,Brazil
,berger,0.0,2,br,7,3.0,444444,73C2FB,Gerhard Berger 🇦🇹,🇧🇷,Brazil
,rosset,0.0,2,br,13,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇧🇷,Brazil
,herbert,0.0,13,be,13,4.0,A17A5D,0736A5,Johnny Herbert 🇬🇧,🇧🇪,Belgium
,frentzen,0.0,13,be,11,6.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇧🇪,Belgium
,verstappen,0.0,13,be,16,1.0,444444,888888,Jos Verstappen 🇳🇱,🇧🇪,Belgium
,diniz,0.0,13,be,15,1.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇧🇪,Belgium
,barrichello,0.0,13,be,9,12.0,444444,FFFF01,Rubens Barrichello 🇧🇷,🇧🇪,Belgium
,irvine,0.0,13,be,10,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇧🇪,Belgium
,brundle,0.0,13,be,14,3.0,444444,FFFF01,Martin Brundle 🇬🇧,🇧🇪,Belgium
,coulthard,0.0,13,be,6,18.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇧🇪,Belgium
,salo,0.0,12,hu,12,5.0,444444,274B72,Mika Salo 🇫🇮,🇭🇺,Hungary
,diniz,0.0,12,hu,15,1.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇭🇺,Hungary
,berger,0.0,3,ar,8,3.0,444444,73C2FB,Gerhard Berger 🇦🇹,🇦🇷,Argentina
,michael_schumacher,0.0,3,ar,6,4.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇦🇷,Argentina
,lamy,0.0,3,ar,18,0.0,444444,1B1D1D,Pedro Lamy 🇵🇹,🇦🇷,Argentina
,salo,0.0,3,ar,9,3.0,444444,274B72,Mika Salo 🇫🇮,🇦🇷,Argentina
,brundle,0.0,3,ar,21,0.0,444444,FFFF01,Martin Brundle 🇬🇧,🇦🇷,Argentina
,frentzen,0.0,3,ar,14,0.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇦🇷,Argentina
,diniz,0.0,3,ar,13,0.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇦🇷,Argentina
,katayama,0.0,3,ar,15,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇦🇷,Argentina
,rosset,0.0,3,ar,17,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇦🇷,Argentina
,badoer,0.0,3,ar,20,0.0,444444,888888,Luca Badoer 🇮🇹,🇦🇷,Argentina
,hakkinen,0.0,3,ar,5,5.0,0D1D20,FCA13B,Mika Häkkinen 🇫🇮,🇦🇷,Argentina
,brundle,0.0,12,hu,14,3.0,444444,FFFF01,Martin Brundle 🇬🇧,🇭🇺,Hungary
,verstappen,0.0,12,hu,16,1.0,444444,888888,Jos Verstappen 🇳🇱,🇭🇺,Hungary
,coulthard,0.0,12,hu,6,18.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇭🇺,Hungary
,lamy,0.0,12,hu,20,0.0,444444,1B1D1D,Pedro Lamy 🇵🇹,🇭🇺,Hungary
,irvine,0.0,12,hu,10,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇭🇺,Hungary
,herbert,0.0,12,hu,13,4.0,A17A5D,0736A5,Johnny Herbert 🇬🇧,🇭🇺,Hungary
,frentzen,0.0,12,hu,11,6.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇭🇺,Hungary
,berger,0.0,12,hu,7,16.0,444444,73C2FB,Gerhard Berger 🇦🇹,🇭🇺,Hungary
,verstappen,0.0,11,de,16,1.0,444444,888888,Jos Verstappen 🇳🇱,🇩🇪,Germany
,hakkinen,0.0,11,de,7,16.0,0D1D20,FCA13B,Mika Häkkinen 🇫🇮,🇩🇪,Germany
,katayama,0.0,11,de,20,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇩🇪,Germany
,diniz,0.0,11,de,15,1.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇩🇪,Germany
,herbert,0.0,11,de,13,4.0,A17A5D,0736A5,Johnny Herbert 🇬🇧,🇩🇪,Germany
,salo,0.0,4,de,10,3.0,444444,274B72,Mika Salo 🇫🇮,🇩🇪,Germany
,katayama,0.0,4,de,17,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇩🇪,Germany
,frentzen,0.0,4,de,16,0.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇩🇪,Germany
,verstappen,0.0,4,de,13,1.0,444444,888888,Jos Verstappen 🇳🇱,🇩🇪,Germany
,panis,0.0,4,de,11,1.0,444444,0F5DBB,Olivier Panis 🇫🇷,🇩🇪,Germany
,irvine,0.0,4,de,5,6.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇩🇪,Germany
,alesi,0.0,4,de,3,10.0,444444,73C2FB,Jean Alesi 🇫🇷,🇩🇪,Germany
,montermini,0.0,4,de,20,0.0,444444,888888,Andrea Montermini 🇮🇹,🇩🇪,Germany
,badoer,0.0,4,de,21,0.0,444444,888888,Luca Badoer 🇮🇹,🇩🇪,Germany
,irvine,0.0,11,de,10,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇩🇪,Germany
,badoer,0.0,10,gb,21,0.0,444444,888888,Luca Badoer 🇮🇹,🇬🇧,UK
,montermini,0.0,10,gb,22,0.0,444444,888888,Andrea Montermini 🇮🇹,🇬🇧,UK
,michael_schumacher,0.0,10,gb,3,26.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇬🇧,UK
,irvine,0.0,10,gb,10,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇬🇧,UK
,katayama,0.0,10,gb,20,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇬🇧,UK
,rosset,0.0,10,gb,19,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇬🇧,UK
,lamy,0.0,10,gb,18,0.0,444444,1B1D1D,Pedro Lamy 🇵🇹,🇬🇧,UK
,damon_hill,0.0,10,gb,1,63.0,082957,EAE4ED,Damon Hill 🇬🇧,🇬🇧,UK
,diniz,0.0,10,gb,15,1.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇬🇧,UK
,panis,0.0,10,gb,8,11.0,444444,0F5DBB,Olivier Panis 🇫🇷,🇬🇧,UK
,panis,0.0,5,it,11,1.0,444444,0F5DBB,Olivier Panis 🇫🇷,🇮🇹,Italy
,katayama,0.0,5,it,18,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇮🇹,Italy
,coulthard,0.0,5,it,9,4.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇮🇹,Italy
,rosset,0.0,5,it,19,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇮🇹,Italy
,verstappen,0.0,5,it,13,1.0,444444,888888,Jos Verstappen 🇳🇱,🇮🇹,Italy
,brundle,0.0,5,it,12,1.0,444444,FFFF01,Martin Brundle 🇬🇧,🇮🇹,Italy
,frentzen,0.0,5,it,16,0.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇮🇹,Italy
,fisichella,0.0,5,it,22,0.0,444444,1B1D1D,Giancarlo Fisichella 🇮🇹,🇮🇹,Italy
,herbert,0.0,5,it,15,0.0,A17A5D,0736A5,Johnny Herbert 🇬🇧,🇮🇹,Italy
,salo,0.0,5,it,10,3.0,444444,274B72,Mika Salo 🇫🇮,🇮🇹,Italy
,montermini,0.0,5,it,21,0.0,444444,888888,Andrea Montermini 🇮🇹,🇮🇹,Italy
,alesi,0.0,10,gb,4,25.0,444444,73C2FB,Jean Alesi 🇫🇷,🇬🇧,UK
,michael_schumacher,0.0,9,fr,3,26.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇫🇷,France
,montermini,0.0,9,fr,22,0.0,444444,888888,Andrea Montermini 🇮🇹,🇫🇷,France
,fisichella,0.0,9,fr,17,0.0,444444,1B1D1D,Giancarlo Fisichella 🇮🇹,🇫🇷,France
,irvine,0.0,9,fr,9,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇫🇷,France
,verstappen,0.0,9,fr,16,1.0,444444,888888,Jos Verstappen 🇳🇱,🇫🇷,France
,diniz,0.0,9,fr,15,1.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇫🇷,France
,villeneuve,0.0,6,mc,2,22.0,082957,EAE4ED,Jacques Villeneuve 🇨🇦,🇲🇨,Monaco
,alesi,0.0,6,mc,5,11.0,444444,73C2FB,Jean Alesi 🇫🇷,🇲🇨,Monaco
,badoer,0.0,6,mc,20,0.0,444444,888888,Luca Badoer 🇮🇹,🇲🇨,Monaco
,damon_hill,0.0,6,mc,1,43.0,082957,EAE4ED,Damon Hill 🇬🇧,🇲🇨,Monaco
,brundle,0.0,6,mc,14,1.0,444444,FFFF01,Martin Brundle 🇬🇧,🇲🇨,Monaco
,berger,0.0,6,mc,8,7.0,444444,73C2FB,Gerhard Berger 🇦🇹,🇲🇨,Monaco
,diniz,0.0,6,mc,16,0.0,444444,0F5DBB,Pedro Diniz 🇧🇷,🇲🇨,Monaco
,rosset,0.0,6,mc,19,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇲🇨,Monaco
,katayama,0.0,6,mc,18,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇲🇨,Monaco
,michael_schumacher,0.0,6,mc,3,16.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇲🇨,Monaco
,barrichello,0.0,6,mc,9,7.0,444444,FFFF01,Rubens Barrichello 🇧🇷,🇲🇨,Monaco
,lamy,0.0,6,mc,17,0.0,444444,1B1D1D,Pedro Lamy 🇵🇹,🇲🇨,Monaco
,fisichella,0.0,6,mc,22,0.0,444444,1B1D1D,Giancarlo Fisichella 🇮🇹,🇲🇨,Monaco
,verstappen,0.0,6,mc,15,1.0,444444,888888,Jos Verstappen 🇳🇱,🇲🇨,Monaco
,montermini,0.0,6,mc,21,0.0,444444,888888,Andrea Montermini 🇮🇹,🇲🇨,Monaco
,badoer,0.0,9,fr,21,0.0,444444,888888,Luca Badoer 🇮🇹,🇫🇷,France
,katayama,0.0,9,fr,20,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇫🇷,France
,frentzen,0.0,9,fr,11,6.0,A17A5D,0736A5,Heinz-Harald Frentzen 🇩🇪,🇫🇷,France
,herbert,0.0,9,fr,13,4.0,A17A5D,0736A5,Johnny Herbert 🇬🇧,🇫🇷,France
,irvine,0.0,8,ca,8,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇨🇦,Canada
,katayama,0.0,8,ca,19,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇨🇦,Canada
,verstappen,0.0,7,es,16,1.0,444444,888888,Jos Verstappen 🇳🇱,🇪🇸,Spain
,barrichello,0.0,7,es,10,7.0,444444,FFFF01,Rubens Barrichello 🇧🇷,🇪🇸,Spain
,berger,0.0,7,es,9,7.0,444444,73C2FB,Gerhard Berger 🇦🇹,🇪🇸,Spain
,herbert,0.0,7,es,13,4.0,A17A5D,0736A5,Johnny Herbert 🇬🇧,🇪🇸,Spain
,brundle,0.0,7,es,15,1.0,444444,FFFF01,Martin Brundle 🇬🇧,🇪🇸,Spain
,salo,0.0,7,es,12,5.0,444444,274B72,Mika Salo 🇫🇮,🇪🇸,Spain
,damon_hill,0.0,7,es,1,43.0,082957,EAE4ED,Damon Hill 🇬🇧,🇪🇸,Spain
,katayama,0.0,7,es,18,0.0,444444,274B72,Ukyo Katayama 🇯🇵,🇪🇸,Spain
,irvine,0.0,7,es,7,9.0,16191A,EB212E,Eddie Irvine 🇬🇧,🇪🇸,Spain
,panis,0.0,7,es,5,11.0,444444,0F5DBB,Olivier Panis 🇫🇷,🇪🇸,Spain
,fisichella,0.0,7,es,22,0.0,444444,1B1D1D,Giancarlo Fisichella 🇮🇹,🇪🇸,Spain
,coulthard,0.0,7,es,6,10.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇪🇸,Spain
,rosset,0.0,7,es,19,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇪🇸,Spain
,lamy,0.0,7,es,17,0.0,444444,1B1D1D,Pedro Lamy 🇵🇹,🇪🇸,Spain
,badoer,0.0,7,es,20,0.0,444444,888888,Luca Badoer 🇮🇹,🇪🇸,Spain
,montermini,0.0,7,es,21,0.0,444444,888888,Andrea Montermini 🇮🇹,🇪🇸,Spain
,rosset,0.0,8,ca,20,0.0,444444,888888,Ricardo Rosset 🇧🇷,🇨🇦,Canada
