name,teammate_final_position,grid,date,final_position,season,teammate,constructor,round,teammate_grid,laps_completed,time,points
1953 Argentine Grand Prix 🇦🇷,8,13,1953-01-18,R,1953,John Barber 🇬🇧,Cooper 🇬🇧,1,16,20,,0.0
1953 Argentine Grand Prix 🇦🇷,9,13,1953-01-18,R,1953,Alan Brown 🇬🇧,Cooper 🇬🇧,1,12,20,,0.0
