name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1958 Portuguese Grand Prix 🇵🇹,2:11:27.80,9,50,Vanwall 🇬🇧,1958-08-24,Stirling Moss 🇬🇧,1958
1960 Portuguese Grand Prix 🇵🇹,2:19:00.03,8,55,Cooper-Climax 🇬🇧,1960-08-14,Jack Brabham 🇦🇺,1960
