raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
197501,Argentine Grand Prix,1,ar,1975,1975-01-12T00:00:00.000Z,galvez,,🇦🇷,Argentina
197502,Brazilian Grand Prix,2,br,1975,1975-01-26T00:00:00.000Z,interlagos,,🇧🇷,Brazil
197503,South African Grand Prix,3,za,1975,1975-03-01T00:00:00.000Z,kyalami,,🇿🇦,South Africa
197504,Spanish Grand Prix,4,es,1975,1975-04-27T00:00:00.000Z,montjuic,,🇪🇸,Spain
197505,Monaco Grand Prix,5,mc,1975,1975-05-11T00:00:00.000Z,monaco,,🇲🇨,Monaco
197506,Belgian Grand Prix,6,be,1975,1975-05-25T00:00:00.000Z,zolder,,🇧🇪,Belgium
197507,Swedish Grand Prix,7,se,1975,1975-06-08T00:00:00.000Z,anderstorp,,🇸🇪,Sweden
197508,Dutch Grand Prix,8,nl,1975,1975-06-22T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
197509,French Grand Prix,9,fr,1975,1975-07-06T00:00:00.000Z,ricard,,🇫🇷,France
197510,British Grand Prix,10,gb,1975,1975-07-19T00:00:00.000Z,silverstone,,🇬🇧,UK
197511,German Grand Prix,11,de,1975,1975-08-03T00:00:00.000Z,nurburgring,,🇩🇪,Germany
197512,Austrian Grand Prix,12,at,1975,1975-08-17T00:00:00.000Z,osterreichring,,🇦🇹,Austria
197513,Italian Grand Prix,13,it,1975,1975-09-07T00:00:00.000Z,monza,,🇮🇹,Italy
197514,United States Grand Prix,14,us,1975,1975-10-05T00:00:00.000Z,watkins_glen,,🇺🇸,USA
