position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,rindt,0.0,12,mx,12,8.0,444444,243F73,Jochen Rindt 🇦🇹,🇲🇽,Mexico
,ickx,0.0,12,mx,4,27.0,16191A,EB212E,Jacky Ickx 🇧🇪,🇲🇽,Mexico
,beltoise,0.0,12,mx,9,11.0,444444,888888,Jean-Pierre Beltoise 🇫🇷,🇲🇽,Mexico
,hulme,0.0,12,mx,3,33.0,444444,AAAAAA,Denny Hulme 🇳🇿,🇲🇽,Mexico
,solana,0.0,12,mx,35,0.0,444444,025839,Moisés Solana 🇲🇽,🇲🇽,Mexico
,amon,0.0,12,mx,10,10.0,16191A,EB212E,Chris Amon 🇳🇿,🇲🇽,Mexico
,surtees,0.0,12,mx,8,12.0,444444,FFFFFF,John Surtees 🇬🇧,🇲🇽,Mexico
,bianchi,0.0,12,mx,17,5.0,444444,888888,Lucien Bianchi 🇧🇪,🇲🇽,Mexico
,courage,0.0,12,mx,20,4.0,444444,144D44,Piers Courage 🇬🇧,🇲🇽,Mexico
,pretorius,0.0,1,za,10,0.0,444444,243F73,Jackie Pretorius 🇿🇦,🇿🇦,South Africa
,gurney,0.0,1,za,11,0.0,444444,1A284B,Dan Gurney 🇺🇸,🇿🇦,South Africa
,ickx,0.0,1,za,12,0.0,16191A,EB212E,Jacky Ickx 🇧🇪,🇿🇦,South Africa
,bonnier,0.0,1,za,13,0.0,444444,1A2446,Jo Bonnier 🇸🇪,🇿🇦,South Africa
,tingle,0.0,1,za,15,0.0,444444,888888,Sam Tingle 🇿🇼,🇿🇦,South Africa
,rooyen,0.0,1,za,16,0.0,444444,273027,Basil van Rooyen 🇿🇦,🇿🇦,South Africa
,rodriguez,0.0,1,za,17,0.0,444444,144D44,Pedro Rodríguez 🇲🇽,🇿🇦,South Africa
,jack_brabham,0.0,1,za,18,0.0,444444,243F73,Jack Brabham 🇦🇺,🇿🇦,South Africa
,adamich,0.0,1,za,19,0.0,16191A,EB212E,Andrea de Adamich 🇮🇹,🇿🇦,South Africa
,spence,0.0,1,za,20,0.0,444444,144D44,Mike Spence 🇬🇧,🇿🇦,South Africa
,redman,0.0,1,za,21,0.0,444444,1A2446,Brian Redman 🇬🇧,🇿🇦,South Africa
,charlton,0.0,1,za,22,0.0,444444,243F73,Dave Charlton 🇿🇦,🇿🇦,South Africa
,scarfiotti,0.0,1,za,23,0.0,444444,888888,Ludovico Scarfiotti 🇮🇹,🇿🇦,South Africa
,gurney,0.0,12,mx,21,3.0,444444,AAAAAA,Dan Gurney 🇺🇸,🇲🇽,Mexico
,gavin,0.0,12,mx,14,6.0,444444,3FB2B3,Johnny Servoz-Gavin 🇫🇷,🇲🇽,Mexico
