position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,trevor_taylor,0.0,10,mx,20,1.0,444444,888888,Trevor Taylor 🇬🇧,🇲🇽,Mexico
,bonnier,0.0,10,mx,15,3.0,444444,243F73,Jo Bonnier 🇸🇪,🇲🇽,Mexico
,siffert,0.0,10,mx,10,7.0,444444,888888,Jo Siffert 🇨🇭,🇲🇽,Mexico
,hailwood,0.0,10,mx,21,1.0,444444,457439,Mike Hailwood 🇬🇧,🇲🇽,Mexico
,jack_brabham,0.0,10,mx,8,11.0,444444,243F73,Jack Brabham 🇦🇺,🇲🇽,Mexico
,amon,0.0,10,mx,16,2.0,444444,457439,Chris Amon 🇳🇿,🇲🇽,Mexico
,ireland,0.0,9,us,13,4.0,444444,888888,Innes Ireland 🇬🇧,🇺🇸,USA
,phil_hill,0.0,9,us,18,1.0,444444,273027,Phil Hill 🇺🇸,🇺🇸,USA
,jack_brabham,0.0,9,us,7,11.0,444444,243F73,Jack Brabham 🇦🇺,🇺🇸,USA
,mclaren,0.0,9,us,6,13.0,444444,273027,Bruce McLaren 🇳🇿,🇺🇸,USA
,gurney,0.0,1,mc,11,0.0,444444,243F73,Dan Gurney 🇺🇸,🇲🇨,Monaco
,trintignant,0.0,1,mc,12,0.0,444444,144D44,Maurice Trintignant 🇫🇷,🇲🇨,Monaco
,jack_brabham,0.0,1,mc,13,0.0,444444,243F73,Jack Brabham 🇦🇺,🇲🇨,Monaco
,surtees,0.0,1,mc,15,0.0,16191A,EB212E,John Surtees 🇬🇧,🇲🇨,Monaco
,trevor_taylor,0.0,1,mc,16,0.0,444444,888888,Trevor Taylor 🇬🇧,🇲🇨,Monaco
,amon,0.0,1,mc,17,0.0,444444,457439,Chris Amon 🇳🇿,🇲🇨,Monaco
,revson,0.0,1,mc,18,0.0,444444,457439,Peter Revson 🇺🇸,🇲🇨,Monaco
,collomb,0.0,1,mc,19,0.0,444444,457439,Bernard Collomb 🇫🇷,🇲🇨,Monaco
,ireland,0.0,1,mc,20,0.0,444444,457439,Innes Ireland 🇬🇧,🇲🇨,Monaco
,andre_pilette,0.0,1,mc,21,0.0,444444,888888,André Pilette 🇧🇪,🇲🇨,Monaco
,baghetti,0.0,1,mc,22,0.0,444444,144D44,Giancarlo Baghetti 🇮🇹,🇲🇨,Monaco
,maggs,0.0,1,mc,23,0.0,444444,144D44,Tony Maggs 🇿🇦,🇲🇨,Monaco
,bonnier,0.0,9,us,14,3.0,444444,243F73,Jo Bonnier 🇸🇪,🇺🇸,USA
,amon,0.0,9,us,15,2.0,444444,457439,Chris Amon 🇳🇿,🇺🇸,USA
,bucknum,0.0,9,us,26,0.0,444444,FFFFFF,Ronnie Bucknum 🇺🇸,🇺🇸,USA
,spence,0.0,9,us,21,1.0,444444,025839,Mike Spence 🇬🇧,🇺🇸,USA
,bandini,0.0,9,us,5,19.0,16191A,EB212E,Lorenzo Bandini 🇮🇹,🇺🇸,USA
,sharp,0.0,9,us,29,0.0,444444,888888,Hap Sharp 🇺🇸,🇺🇸,USA
,gurney,0.0,9,us,9,10.0,444444,243F73,Dan Gurney 🇺🇸,🇺🇸,USA
,raby,0.0,8,it,31,0.0,444444,888888,Ian Raby 🇬🇧,🇮🇹,Italy
,love,0.0,8,it,36,0.0,444444,273027,John Love 🇿🇼,🇮🇹,Italy
,geki,0.0,8,it,34,0.0,444444,888888,Giacomo Russo 🇮🇹,🇮🇹,Italy
