name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1995 San Marino Grand Prix 🇮🇹,3,26,56,Williams 🇬🇧,1995-04-30,N,,1995,Damon Hill 🇬🇧
1995 Spanish Grand Prix 🇪🇸,4,26,17,Benetton 🇮🇹,1995-05-14,R,,1995,Michael Schumacher 🇩🇪
1996 Argentine Grand Prix 🇦🇷,3,18,29,Williams 🇬🇧,1996-04-07,R,,1996,Damon Hill 🇬🇧
1996 Australian Grand Prix 🇦🇺,1,20,56,Williams 🇬🇧,1996-03-10,10,,1996,Damon Hill 🇬🇧
1996 Belgian Grand Prix 🇧🇪,13,15,22,Ferrari 🇮🇹,1996-08-25,R,,1996,Michael Schumacher 🇩🇪
1996 Brazilian Grand Prix 🇧🇷,2,22,69,Williams 🇬🇧,1996-03-31,8,,1996,Damon Hill 🇬🇧
1996 British Grand Prix 🇬🇧,10,17,38,Williams 🇬🇧,1996-07-14,R,,1996,Jacques Villeneuve 🇨🇦
1996 Canadian Grand Prix 🇨🇦,8,18,38,Williams 🇬🇧,1996-06-16,R,,1996,Damon Hill 🇬🇧
1996 European Grand Prix 🇩🇪,4,17,66,Williams 🇬🇧,1996-04-28,10,,1996,Jacques Villeneuve 🇨🇦
1996 French Grand Prix 🇫🇷,9,11,28,Williams 🇬🇧,1996-06-30,R,,1996,Damon Hill 🇬🇧
1996 German Grand Prix 🇩🇪,11,11,19,Williams 🇬🇧,1996-07-28,R,,1996,Damon Hill 🇬🇧
1996 Hungarian Grand Prix 🇭🇺,12,15,1,Williams 🇬🇧,1996-08-11,R,,1996,Jacques Villeneuve 🇨🇦
1996 Italian Grand Prix 🇮🇹,14,14,52,Ferrari 🇮🇹,1996-09-08,6,,1996,Michael Schumacher 🇩🇪
1996 Japanese Grand Prix 🇯🇵,16,16,13,Williams 🇬🇧,1996-10-13,R,,1996,Damon Hill 🇬🇧
1996 Monaco Grand Prix 🇲🇨,6,17,5,Ligier 🇫🇷,1996-05-19,R,,1996,Olivier Panis 🇫🇷
1996 Portuguese Grand Prix 🇵🇹,15,18,46,Williams 🇬🇧,1996-09-22,R,,1996,Jacques Villeneuve 🇨🇦
1996 San Marino Grand Prix 🇮🇹,5,17,62,Williams 🇬🇧,1996-05-05,7,,1996,Damon Hill 🇬🇧
1996 Spanish Grand Prix 🇪🇸,7,17,63,Ferrari 🇮🇹,1996-06-02,6,,1996,Michael Schumacher 🇩🇪
1997 Argentine Grand Prix 🇦🇷,3,22,50,Williams 🇬🇧,1997-04-13,R,,1997,Jacques Villeneuve 🇨🇦
1997 Australian Grand Prix 🇦🇺,1,22,54,McLaren 🇬🇧,1997-03-09,10,,1997,David Coulthard 🇬🇧
1997 Austrian Grand Prix 🇦🇹,14,17,67,Williams 🇬🇧,1997-09-21,13,,1997,Jacques Villeneuve 🇨🇦
1997 Belgian Grand Prix 🇧🇪,12,8,44,Ferrari 🇮🇹,1997-08-24,7,+1:25.931,1997,Michael Schumacher 🇩🇪
1997 Brazilian Grand Prix 🇧🇷,2,16,15,Williams 🇬🇧,1997-03-30,R,,1997,Jacques Villeneuve 🇨🇦
1997 British Grand Prix 🇬🇧,9,17,29,Williams 🇬🇧,1997-07-13,R,,1997,Jacques Villeneuve 🇨🇦
1997 Canadian Grand Prix 🇨🇦,7,16,53,Ferrari 🇮🇹,1997-06-15,8,,1997,Michael Schumacher 🇩🇪
1997 European Grand Prix 🇪🇸,17,13,11,McLaren 🇬🇧,1997-10-26,R,,1997,Mika Häkkinen 🇫🇮
1997 French Grand Prix 🇫🇷,8,16,58,Ferrari 🇮🇹,1997-06-29,R,,1997,Michael Schumacher 🇩🇪
1997 German Grand Prix 🇩🇪,10,16,8,Benetton 🇮🇹,1997-07-27,R,,1997,Gerhard Berger 🇦🇹
