name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1994 Pacific Grand Prix 🇯🇵,1:46:01.693,2,83,Benetton 🇮🇹,1994-04-17,Michael Schumacher 🇩🇪,1994
1995 Pacific Grand Prix 🇯🇵,1:48:49.972,15,83,Benetton 🇮🇹,1995-10-22,Michael Schumacher 🇩🇪,1995
