position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,alonso,0.0,4,ru,20,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇷🇺,Russia
,ericsson,0.0,6,mc,17,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇲🇨,Monaco
,kvyat,0.0,8,az,16,4.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇦🇿,Azerbaijan
,max_verstappen,0.0,8,az,6,45.0,FDCC2F,121D32,Max Verstappen 🇳🇱,🇦🇿,Azerbaijan
,hulkenberg,0.0,8,az,11,18.0,424B52,FDE139,Nico Hülkenberg 🇩🇪,🇦🇿,Azerbaijan
,massa,0.0,8,az,10,20.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇦🇿,Azerbaijan
,perez,0.0,8,az,7,44.0,C81625,F6AFC1,Sergio Pérez 🇲🇽,🇦🇿,Azerbaijan
,sainz,0.0,7,ca,9,25.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇨🇦,Canada
,massa,0.0,7,ca,10,20.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇨🇦,Canada
,max_verstappen,0.0,7,ca,6,45.0,FDCC2F,121D32,Max Verstappen 🇳🇱,🇨🇦,Canada
,kvyat,0.0,7,ca,15,4.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇨🇦,Canada
,hulkenberg,0.0,6,mc,11,14.0,424B52,FDE139,Nico Hülkenberg 🇩🇪,🇲🇨,Monaco
,wehrlein,0.0,6,mc,14,4.0,A17A5D,0736A5,Pascal Wehrlein 🇩🇪,🇲🇨,Monaco
,kevin_magnussen,0.0,1,au,15,0.0,4D4E52,CF0F18,Kevin Magnussen 🇩🇰,🇦🇺,Australia
,alonso,0.0,1,au,14,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇦🇺,Australia
,ricciardo,0.0,1,au,17,0.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇦🇺,Australia
,ericsson,0.0,1,au,18,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇦🇺,Australia
,jolyon_palmer,0.0,1,au,19,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇦🇺,Australia
,stroll,0.0,1,au,16,0.0,082957,EAE4ED,Lance Stroll 🇨🇦,🇦🇺,Australia
,button,0.0,6,mc,22,0.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇲🇨,Monaco
,ericsson,0.0,3,bh,20,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇧🇭,Bahrain
,vandoorne,0.0,6,mc,21,0.0,0D1D20,FCA13B,Stoffel Vandoorne 🇧🇪,🇲🇨,Monaco
,raikkonen,0.0,5,es,4,49.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇪🇸,Spain
,max_verstappen,0.0,5,es,6,35.0,FDCC2F,121D32,Max Verstappen 🇳🇱,🇪🇸,Spain
,vandoorne,0.0,5,es,21,0.0,0D1D20,FCA13B,Stoffel Vandoorne 🇧🇪,🇪🇸,Spain
,grosjean,0.0,1,au,20,0.0,4D4E52,CF0F18,Romain Grosjean 🇫🇷,🇦🇺,Australia
,jolyon_palmer,0.0,8,az,18,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇦🇿,Azerbaijan
,grosjean,0.0,4,ru,12,4.0,4D4E52,CF0F18,Romain Grosjean 🇫🇷,🇷🇺,Russia
,jolyon_palmer,0.0,4,ru,18,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇷🇺,Russia
,ricciardo,0.0,4,ru,6,22.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇷🇺,Russia
,vandoorne,0.0,3,bh,18,0.0,0D1D20,FCA13B,Stoffel Vandoorne 🇧🇪,🇧🇭,Bahrain
,kevin_magnussen,0.0,3,bh,11,4.0,4D4E52,CF0F18,Kevin Magnussen 🇩🇰,🇧🇭,Bahrain
,max_verstappen,0.0,3,bh,5,25.0,FDCC2F,121D32,Max Verstappen 🇳🇱,🇧🇭,Bahrain
,stroll,0.0,3,bh,21,0.0,082957,EAE4ED,Lance Stroll 🇨🇦,🇧🇭,Bahrain
,alonso,0.0,2,cn,19,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇨🇳,China
,kvyat,0.0,2,cn,11,2.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇨🇳,China
,vandoorne,0.0,2,cn,16,0.0,0D1D20,FCA13B,Stoffel Vandoorne 🇧🇪,🇨🇳,China
,giovinazzi,0.0,2,cn,15,0.0,A17A5D,0736A5,Antonio Giovinazzi 🇮🇹,🇨🇳,China
,stroll,0.0,2,cn,20,0.0,082957,EAE4ED,Lance Stroll 🇨🇦,🇨🇳,China
,sainz,0.0,3,bh,9,10.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇧🇭,Bahrain
,bottas,0.0,5,es,3,63.0,D7D7D5,18A19B,Valtteri Bottas 🇫🇮,🇪🇸,Spain
1,hamilton,25.0,5,es,2,98.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇪🇸,Spain
1,vettel,25.0,6,mc,1,129.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇲🇨,Monaco
1,hamilton,25.0,2,cn,2,43.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇨🇳,China
1,vettel,25.0,1,au,1,25.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇦🇺,Australia
