name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1959 Indianapolis 500 🇺🇸,2,10,112,Watson 🇺🇸,1959-05-30,R,,1959,Rodger Ward 🇺🇸
1960 Indianapolis 500 🇺🇸,3,8,200,Watson 🇺🇸,1960-05-30,4,+3:07.98,1960,Jim Rathmann 🇺🇸
