surname,flag,forename,country
Amon,🇳🇿,Chris,New Zealand
Ganley,🇳🇿,Howden,New Zealand
Hulme,🇳🇿,Denny,New Zealand
McLaren,🇳🇿,Bruce,New Zealand
McRae,🇳🇿,Graham,New Zealand
Nicholson,🇳🇿,John,New Zealand
Shelly,🇳🇿,Tony,New Zealand
Thackwell,🇳🇿,Mike,New Zealand
