position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,ginther,0.0,5,gb,12,1.0,444444,FFFFFF,Richie Ginther 🇺🇸,🇬🇧,UK
,scarfiotti,0.0,10,mx,39,0.0,16191A,EB212E,Ludovico Scarfiotti 🇮🇹,🇲🇽,Mexico
,ireland,0.0,10,mx,21,0.0,444444,457439,Innes Ireland 🇬🇧,🇲🇽,Mexico
,clark,0.0,10,mx,1,54.0,444444,025839,Jim Clark 🇬🇧,🇲🇽,Mexico
,mclaren,0.0,10,mx,9,10.0,444444,273027,Bruce McLaren 🇳🇿,🇲🇽,Mexico
,bondurant,0.0,10,mx,23,0.0,444444,457439,Bob Bondurant 🇺🇸,🇲🇽,Mexico
,stewart,0.0,10,mx,3,33.0,444444,144D44,Jackie Stewart 🇬🇧,🇲🇽,Mexico
,jack_brabham,0.0,10,mx,10,9.0,444444,243F73,Jack Brabham 🇦🇺,🇲🇽,Mexico
,rindt,0.0,10,mx,13,4.0,444444,273027,Jochen Rindt 🇦🇹,🇲🇽,Mexico
,bonnier,0.0,10,mx,17,0.0,444444,243F73,Jo Bonnier 🇸🇪,🇲🇽,Mexico
,solana,0.0,10,mx,27,0.0,444444,025839,Moisés Solana 🇲🇽,🇲🇽,Mexico
,hill,0.0,10,mx,2,40.0,444444,144D44,Graham Hill 🇬🇧,🇲🇽,Mexico
,ireland,0.0,9,us,20,0.0,444444,457439,Innes Ireland 🇬🇧,🇺🇸,USA
,mclaren,0.0,9,us,7,10.0,444444,273027,Bruce McLaren 🇳🇿,🇺🇸,USA
,anderson,0.0,1,za,16,0.0,444444,243F73,Bob Anderson 🇬🇧,🇿🇦,South Africa
,bonnier,0.0,1,za,17,0.0,444444,243F73,Jo Bonnier 🇸🇪,🇿🇦,South Africa
,rindt,0.0,1,za,18,0.0,444444,273027,Jochen Rindt 🇦🇹,🇿🇦,South Africa
,love,0.0,1,za,19,0.0,444444,273027,John Love 🇿🇼,🇿🇦,South Africa
,gurney,0.0,1,za,20,0.0,444444,243F73,Dan Gurney 🇺🇸,🇿🇦,South Africa
,blokdyk,0.0,1,za,21,0.0,444444,888888,Trevor Blokdyk 🇿🇦,🇿🇦,South Africa
,lederle,0.0,1,za,22,0.0,444444,025839,Neville Lederle 🇿🇦,🇿🇦,South Africa
,serrurier,0.0,1,za,23,0.0,444444,888888,Doug Serrurier 🇿🇦,🇿🇦,South Africa
,niemann,0.0,1,za,24,0.0,444444,025839,Brausch Niemann 🇿🇦,🇿🇦,South Africa
,pieterse,0.0,1,za,25,0.0,444444,025839,Ernie Pieterse 🇿🇦,🇿🇦,South Africa
,puzey,0.0,1,za,26,0.0,444444,025839,Clive Puzey 🇿🇼,🇿🇦,South Africa
,pretorius,0.0,1,za,27,0.0,444444,888888,Jackie Pretorius 🇿🇦,🇿🇦,South Africa
,charlton,0.0,1,za,28,0.0,444444,025839,Dave Charlton 🇿🇦,🇿🇦,South Africa
,reed,0.0,1,za,29,0.0,444444,888888,Ray Reed 🇿🇦,🇿🇦,South Africa
,clapham,0.0,1,za,30,0.0,444444,1A2446,David Clapham 🇿🇦,🇿🇦,South Africa
,blignaut,0.0,1,za,31,0.0,444444,273027,Alex Blignaut 🇿🇦,🇿🇦,South Africa
,clark,0.0,9,us,1,54.0,444444,025839,Jim Clark 🇬🇧,🇺🇸,USA
,stewart,0.0,9,us,3,33.0,444444,144D44,Jackie Stewart 🇬🇧,🇺🇸,USA
,bassi,0.0,8,it,40,0.0,444444,144D44,Giorgio Bassi 🇮🇹,🇮🇹,Italy
,baghetti,0.0,8,it,37,0.0,444444,243F73,Giancarlo Baghetti 🇮🇹,🇮🇹,Italy
,gregory,0.0,8,it,17,0.0,444444,144D44,Masten Gregory 🇺🇸,🇮🇹,Italy
,bucknum,0.0,8,it,31,0.0,444444,FFFFFF,Ronnie Bucknum 🇺🇸,🇮🇹,Italy
,surtees,0.0,8,it,4,17.0,16191A,EB212E,John Surtees 🇬🇧,🇮🇹,Italy
,geki,0.0,8,it,34,0.0,444444,025839,Giacomo Russo 🇮🇹,🇮🇹,Italy
,siffert,0.0,8,it,12,2.0,444444,888888,Jo Siffert 🇨🇭,🇮🇹,Italy
,gardner,0.0,8,it,16,0.0,444444,888888,Frank Gardner 🇦🇺,🇮🇹,Italy
,jack_brabham,0.0,2,mc,10,0.0,444444,243F73,Jack Brabham 🇦🇺,🇲🇨,Monaco
,attwood,0.0,2,mc,19,0.0,444444,457439,Richard Attwood 🇬🇧,🇲🇨,Monaco
,bucknum,0.0,2,mc,20,0.0,444444,FFFFFF,Ronnie Bucknum 🇺🇸,🇲🇨,Monaco
,gardner,0.0,2,mc,16,0.0,444444,888888,Frank Gardner 🇦🇺,🇲🇨,Monaco
,hailwood,0.0,2,mc,21,0.0,444444,457439,Mike Hailwood 🇬🇧,🇲🇨,Monaco
