position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,volonterio,0.0,9,es,68,0.0,444444,C0BEC3,Ottorino Volonterio 🇨🇭,🇪🇸,Spain
,collins,0.0,9,es,34,0.0,444444,336667,Peter Collins 🇬🇧,🇪🇸,Spain
,manzon,0.0,9,es,14,4.0,16191A,EB212E,Robert Manzon 🇫🇷,🇪🇸,Spain
,villoresi,0.0,9,es,20,2.0,444444,888888,Luigi Villoresi 🇮🇹,🇪🇸,Spain
,ascari,1.0,9,es,25,1.0,444444,888888,Alberto Ascari 🇮🇹,🇪🇸,Spain
,swaters,0.0,9,es,37,0.0,16191A,EB212E,Jacques Swaters 🇺🇸,🇪🇸,Spain
,behra,0.0,9,es,28,0.0,444444,888888,Jean Behra 🇫🇷,🇪🇸,Spain
,moss,0.0,9,es,15,4.0,444444,C0BEC3,Stirling Moss 🇬🇧,🇪🇸,Spain
,schell,0.0,9,es,26,0.0,444444,C0BEC3,Harry Schell 🇺🇸,🇪🇸,Spain
,marimon,0.0,1,ar,10,0.0,444444,C0BEC3,Onofre Marimón 🇦🇷,🇦🇷,Argentina
,mieres,0.0,1,ar,11,0.0,444444,C0BEC3,Roberto Mieres 🇦🇷,🇦🇷,Argentina
,loyer,0.0,1,ar,12,0.0,444444,888888,Roger Loyer 🇫🇷,🇦🇷,Argentina
,daponte,0.0,1,ar,13,0.0,444444,C0BEC3,Jorge Daponte 🇦🇷,🇦🇷,Argentina
,musso,0.0,1,ar,15,0.0,444444,C0BEC3,Luigi Musso 🇮🇹,🇦🇷,Argentina
,menditeguy,0.0,1,ar,16,0.0,444444,C0BEC3,Carlos Menditeguy 🇦🇷,🇦🇷,Argentina
,pollet,0.0,9,es,71,0.0,444444,888888,Jacques Pollet 🇫🇷,🇪🇸,Spain
,trintignant,0.0,9,es,4,17.0,16191A,EB212E,Maurice Trintignant 🇫🇷,🇪🇸,Spain
,herrmann,0.0,9,es,7,8.0,D7D7D5,18A19B,Hans Herrmann 🇩🇪,🇪🇸,Spain
,graffenried,0.0,9,es,36,0.0,444444,C0BEC3,Toulo de Graffenried 🇨🇭,🇪🇸,Spain
,mantovani,0.0,9,es,16,4.0,444444,C0BEC3,Sergio Mantovani 🇮🇹,🇪🇸,Spain
,riu,0.0,8,it,79,0.0,444444,C0BEC3,Giovanni de Riu 🇮🇹,🇮🇹,Italy
,behra,0.0,8,it,26,0.0,444444,888888,Jean Behra 🇫🇷,🇮🇹,Italy
,bucci,0.0,8,it,67,0.0,444444,888888,Clemar Bucci 🇦🇷,🇮🇹,Italy
,manzon,0.0,8,it,12,4.0,16191A,EB212E,Robert Manzon 🇫🇷,🇮🇹,Italy
,gonzalez,0.0,8,it,2,25.1399993896484,16191A,EB212E,José Froilán González 🇦🇷,🇮🇹,Italy
,musso,0.0,8,it,71,0.0,444444,C0BEC3,Luigi Musso 🇮🇹,🇮🇹,Italy
