name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1979 Belgian Grand Prix 🇧🇪,6,0,0,Ferrari 🇮🇹,1979-05-13,F,,1979,Jody Scheckter 🇿🇦
1979 Monaco Grand Prix 🇲🇨,7,0,0,Ferrari 🇮🇹,1979-05-27,F,,1979,Jody Scheckter 🇿🇦
1979 Spanish Grand Prix 🇪🇸,5,0,0,Ligier 🇫🇷,1979-04-29,F,,1979,Patrick Depailler 🇫🇷
