1,18
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
2,6
20,0
21,0
22,0
23,0
24,0
25,0
26,0
3,4
4,2
5,1
6,3
7,2
8,1
9,0
