position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,graffenried,0.0,4,fr,16,2.0,444444,C0BEC3,Toulo de Graffenried 🇨🇭,🇫🇷,France
,jover,0.0,8,es,65,0.0,444444,C0BEC3,Juan Jover 🇪🇸,🇪🇸,Spain
,bira,0.0,8,es,62,0.0,444444,C0BEC3,Prince Bira 🇹🇭,🇪🇸,Spain
,chiron,0.0,8,es,20,0.0,444444,888888,Louis Chiron 🇲🇨,🇪🇸,Spain
,cabantous,0.0,8,es,17,2.0,444444,888888,Yves Cabantous 🇫🇷,🇪🇸,Spain
,grignard,0.0,8,es,54,0.0,444444,888888,Georges Grignard 🇫🇷,🇪🇸,Spain
,trintignant,0.0,8,es,45,0.0,444444,888888,Maurice Trintignant 🇫🇷,🇪🇸,Spain
,taruffi,0.0,8,es,6,10.0,16191A,EB212E,Piero Taruffi 🇮🇹,🇪🇸,Spain
,claes,0.0,8,es,26,0.0,444444,888888,Johnny Claes 🇧🇪,🇪🇸,Spain
,simon,0.0,8,es,22,0.0,444444,888888,André Simon 🇫🇷,🇪🇸,Spain
,villoresi,0.0,8,es,5,15.0,16191A,EB212E,Luigi Villoresi 🇮🇹,🇪🇸,Spain
,richardson,0.0,7,it,69,0.0,444444,144D44,Ken Richardson 🇬🇧,🇮🇹,Italy
,reg_parnell,0.0,7,it,10,5.0,444444,144D44,Reg Parnell 🇬🇧,🇮🇹,Italy
,whitehead,0.0,1,ch,15,0.0,16191A,EB212E,Peter Whitehead 🇬🇧,🇨🇭,Switzerland
,louveau,0.0,1,ch,16,0.0,444444,888888,Henri Louveau 🇫🇷,🇨🇭,Switzerland
,abecassis,0.0,1,ch,17,0.0,444444,888888,George Abecassis 🇬🇧,🇨🇭,Switzerland
,cabantous,0.0,1,ch,18,0.0,444444,888888,Yves Cabantous 🇫🇷,🇨🇭,Switzerland
,villoresi,0.0,1,ch,19,0.0,16191A,EB212E,Luigi Villoresi 🇮🇹,🇨🇭,Switzerland
,gonzalez,0.0,1,ch,20,0.0,444444,888888,José Froilán González 🇦🇷,🇨🇭,Switzerland
,hirt,0.0,1,ch,21,0.0,444444,888888,Peter Hirt 🇨🇭,🇨🇭,Switzerland
,whitehead,0.0,7,it,35,0.0,16191A,EB212E,Peter Whitehead 🇬🇧,🇮🇹,Italy
,graffenried,0.0,7,it,17,2.0,444444,B21827,Toulo de Graffenried 🇨🇭,🇮🇹,Italy
,claes,0.0,7,it,25,0.0,444444,888888,Johnny Claes 🇧🇪,🇮🇹,Italy
,farina,0.0,7,it,4,17.0,444444,B21827,Nino Farina 🇮🇹,🇮🇹,Italy
,swaters,0.0,7,it,38,0.0,444444,888888,Jacques Swaters 🇺🇸,🇮🇹,Italy
,levegh,0.0,7,it,29,0.0,444444,888888,Pierre Levegh 🇫🇷,🇮🇹,Italy
,chiron,0.0,7,it,20,0.0,444444,888888,Louis Chiron 🇲🇨,🇮🇹,Italy
,manzon,0.0,7,it,26,0.0,444444,888888,Robert Manzon 🇫🇷,🇮🇹,Italy
,bettenhausen,0.0,2,us,24,0.0,444444,888888,Tony Bettenhausen 🇺🇸,🇺🇸,USA
,nalon,0.0,2,us,25,0.0,444444,D33949,Duke Nalon 🇺🇸,🇺🇸,USA
,force,0.0,2,us,26,0.0,444444,D33949,Gene Force 🇺🇸,🇺🇸,USA
,hanks,0.0,2,us,27,0.0,444444,D33949,Sam Hanks 🇺🇸,🇺🇸,USA
,schindler,0.0,2,us,28,0.0,444444,D33949,Bill Schindler 🇺🇸,🇺🇸,USA
,rose,0.0,2,us,29,0.0,444444,888888,Mauri Rose 🇺🇸,🇺🇸,USA
,faulkner,0.0,2,us,30,0.0,444444,C4333B,Walt Faulkner 🇺🇸,🇺🇸,USA
,davies,0.0,2,us,32,0.0,444444,888888,Jimmy Davies 🇺🇸,🇺🇸,USA
,agabashian,0.0,2,us,35,0.0,444444,D33949,Fred Agabashian 🇺🇸,🇺🇸,USA
,scarborough,0.0,2,us,37,0.0,444444,D33949,Carl Scarborough 🇺🇸,🇺🇸,USA
,mackey,0.0,2,us,38,0.0,444444,888888,Bill Mackey 🇺🇸,🇺🇸,USA
,stevenson,0.0,2,us,41,0.0,444444,888888,Chuck Stevenson 🇺🇸,🇺🇸,USA
,parsons,0.0,2,us,43,0.0,444444,D33949,Johnnie Parsons 🇺🇸,🇺🇸,USA
,green,0.0,2,us,44,0.0,444444,D33949,Cecil Green 🇺🇸,🇺🇸,USA
,ruttman,0.0,2,us,45,0.0,444444,D33949,Troy Ruttman 🇺🇸,🇺🇸,USA
,dinsmore,0.0,2,us,46,0.0,444444,888888,Duke Dinsmore 🇺🇸,🇺🇸,USA
,miller,0.0,2,us,47,0.0,444444,D33949,Chet Miller 🇺🇸,🇺🇸,USA
,walt_brown,0.0,2,us,48,0.0,444444,D33949,Walt Brown 🇺🇸,🇺🇸,USA
,ward,0.0,2,us,49,0.0,444444,888888,Rodger Ward 🇺🇸,🇺🇸,USA
,griffith,0.0,2,us,50,0.0,444444,D33949,Cliff Griffith 🇺🇸,🇺🇸,USA
,vukovich,0.0,2,us,51,0.0,444444,888888,Bill Vukovich 🇺🇸,🇺🇸,USA
,george_connor,0.0,2,us,52,0.0,444444,888888,George Connor 🇺🇸,🇺🇸,USA
,hellings,0.0,2,us,53,0.0,444444,888888,Mack Hellings 🇺🇸,🇺🇸,USA
,mcdowell,0.0,2,us,54,0.0,444444,C0BEC3,Johnny McDowell 🇺🇸,🇺🇸,USA
,james,0.0,2,us,55,0.0,444444,FC8881,Joe James 🇺🇸,🇺🇸,USA
,trintignant,0.0,7,it,44,0.0,444444,888888,Maurice Trintignant 🇫🇷,🇮🇹,Italy
