raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
200901,Australian Grand Prix,1,au,2009,2009-03-29T00:00:00.000Z,albert_park,06:00:00,🇦🇺,Australia
200902,Malaysian Grand Prix,2,my,2009,2009-04-05T00:00:00.000Z,sepang,09:00:00,🇲🇾,Malaysia
200903,Chinese Grand Prix,3,cn,2009,2009-04-19T00:00:00.000Z,shanghai,07:00:00,🇨🇳,China
200904,Bahrain Grand Prix,4,bh,2009,2009-04-26T00:00:00.000Z,bahrain,12:00:00,🇧🇭,Bahrain
200905,Spanish Grand Prix,5,es,2009,2009-05-10T00:00:00.000Z,catalunya,12:00:00,🇪🇸,Spain
200906,Monaco Grand Prix,6,mc,2009,2009-05-24T00:00:00.000Z,monaco,12:00:00,🇲🇨,Monaco
200907,Turkish Grand Prix,7,tr,2009,2009-06-07T00:00:00.000Z,istanbul,12:00:00,🇹🇷,Turkey
200908,British Grand Prix,8,gb,2009,2009-06-21T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
200909,German Grand Prix,9,de,2009,2009-07-12T00:00:00.000Z,nurburgring,12:00:00,🇩🇪,Germany
200910,Hungarian Grand Prix,10,hu,2009,2009-07-26T00:00:00.000Z,hungaroring,12:00:00,🇭🇺,Hungary
200911,European Grand Prix,11,es,2009,2009-08-23T00:00:00.000Z,valencia,12:00:00,🇪🇸,Spain
200912,Belgian Grand Prix,12,be,2009,2009-08-30T00:00:00.000Z,spa,12:00:00,🇧🇪,Belgium
200913,Italian Grand Prix,13,it,2009,2009-09-13T00:00:00.000Z,monza,12:00:00,🇮🇹,Italy
200914,Singapore Grand Prix,14,sg,2009,2009-09-27T00:00:00.000Z,marina_bay,12:00:00,🇸🇬,Singapore
200915,Japanese Grand Prix,15,jp,2009,2009-10-04T00:00:00.000Z,suzuka,05:00:00,🇯🇵,Japan
200916,Brazilian Grand Prix,16,br,2009,2009-10-18T00:00:00.000Z,interlagos,16:00:00,🇧🇷,Brazil
200917,Abu Dhabi Grand Prix,17,ae,2009,2009-11-01T00:00:00.000Z,yas_marina,11:00:00,🇦🇪,UAE
