position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,boyd,0.0,3,us,64,0.0,444444,D33949,Johnny Boyd 🇺🇸,🇺🇸,USA
,elisian,0.0,3,us,65,0.0,444444,D33949,Ed Elisian 🇺🇸,🇺🇸,USA
,villoresi,0.0,7,it,20,2.0,16191A,EB212E,Luigi Villoresi 🇮🇹,🇮🇹,Italy
,farina,0.0,7,it,5,10.3299999237061,16191A,EB212E,Nino Farina 🇮🇹,🇮🇹,Italy
,wharton,0.0,7,it,38,0.0,444444,336667,Ken Wharton 🇬🇧,🇮🇹,Italy
,lucas,0.0,7,it,65,0.0,444444,888888,Jean Lucas 🇫🇷,🇮🇹,Italy
,schell,0.0,7,it,26,0.0,444444,336667,Harry Schell 🇺🇸,🇮🇹,Italy
,mantovani,0.0,1,ar,12,0.0,444444,C0BEC3,Sergio Mantovani 🇮🇹,🇦🇷,Argentina
,bucci,0.0,1,ar,15,0.0,444444,C0BEC3,Clemar Bucci 🇦🇷,🇦🇷,Argentina
,iglesias,0.0,1,ar,16,0.0,444444,888888,Jesús Iglesias 🇦🇷,🇦🇷,Argentina
,trintignant,0.0,1,ar,2,3.32999992370605,16191A,EB212E,Maurice Trintignant 🇫🇷,🇦🇷,Argentina
,castellotti,0.0,1,ar,18,0.0,444444,888888,Eugenio Castellotti 🇮🇹,🇦🇷,Argentina
,moss,0.0,1,ar,7,1.0,D7D7D5,18A19B,Stirling Moss 🇬🇧,🇦🇷,Argentina
,ascari,0.0,1,ar,20,0.0,444444,888888,Alberto Ascari 🇮🇹,🇦🇷,Argentina
,bayol,0.0,1,ar,21,0.0,444444,888888,Élie Bayol 🇫🇷,🇦🇷,Argentina
,behra,0.0,1,ar,11,0.0,444444,C0BEC3,Jean Behra 🇫🇷,🇦🇷,Argentina
,kling,0.0,1,ar,8,1.0,D7D7D5,18A19B,Karl Kling 🇩🇪,🇦🇷,Argentina
,villoresi,0.0,1,ar,17,0.0,444444,888888,Luigi Villoresi 🇮🇹,🇦🇷,Argentina
,birger,0.0,1,ar,22,0.0,444444,888888,Pablo Birger 🇦🇷,🇦🇷,Argentina
,menditeguy,0.0,1,ar,14,0.0,444444,C0BEC3,Carlos Menditeguy 🇦🇷,🇦🇷,Argentina
,collins,0.0,7,it,55,0.0,444444,C0BEC3,Peter Collins 🇬🇧,🇮🇹,Italy
,ramos,0.0,7,it,34,0.0,444444,888888,Hernando da Silva Ramos 🇧🇷,🇮🇹,Italy
,pollet,0.0,7,it,30,0.0,444444,888888,Jacques Pollet 🇫🇷,🇮🇹,Italy
,moss,1.0,7,it,2,23.0,D7D7D5,18A19B,Stirling Moss 🇬🇧,🇮🇹,Italy
,gould,0.0,7,it,51,0.0,444444,C0BEC3,Horace Gould 🇬🇧,🇮🇹,Italy
,musso,0.0,7,it,10,6.0,444444,C0BEC3,Luigi Musso 🇮🇹,🇮🇹,Italy
,kling,0.0,7,it,11,5.0,D7D7D5,18A19B,Karl Kling 🇩🇪,🇮🇹,Italy
,peter_walker,0.0,6,gb,57,0.0,444444,888888,Peter Walker 🇬🇧,🇬🇧,UK
,fairman,0.0,6,gb,73,0.0,444444,888888,Jack Fairman 🇬🇧,🇬🇧,UK
,behra,0.0,1,ar,11,0.0,444444,C0BEC3,Jean Behra 🇫🇷,🇦🇷,Argentina
,musso,0.0,1,ar,13,0.0,444444,C0BEC3,Luigi Musso 🇮🇹,🇦🇷,Argentina
,schell,0.0,1,ar,10,0.0,444444,C0BEC3,Harry Schell 🇺🇸,🇦🇷,Argentina
,menditeguy,0.0,1,ar,14,0.0,444444,C0BEC3,Carlos Menditeguy 🇦🇷,🇦🇷,Argentina
,villoresi,0.0,1,ar,17,0.0,444444,888888,Luigi Villoresi 🇮🇹,🇦🇷,Argentina
,manzon,0.0,6,gb,50,0.0,444444,888888,Robert Manzon 🇫🇷,🇬🇧,UK
,behra,0.0,6,gb,13,3.0,444444,C0BEC3,Jean Behra 🇫🇷,🇬🇧,UK
,simon,0.0,6,gb,60,0.0,444444,C0BEC3,André Simon 🇫🇷,🇬🇧,UK
,castellotti,0.0,6,gb,6,8.0,16191A,EB212E,Eugenio Castellotti 🇮🇹,🇬🇧,UK
,marr,0.0,6,gb,67,0.0,444444,888888,Leslie Marr 🇬🇧,🇬🇧,UK
,rolt,0.0,6,gb,64,0.0,444444,888888,Tony Rolt 🇬🇧,🇬🇧,UK
,schell,0.0,6,gb,25,0.0,444444,336667,Harry Schell 🇺🇸,🇬🇧,UK
,gould,0.0,6,gb,53,0.0,444444,C0BEC3,Horace Gould 🇬🇧,🇬🇧,UK
,salvadori,0.0,6,gb,59,0.0,444444,C0BEC3,Roy Salvadori 🇬🇧,🇬🇧,UK
,perdisa,0.0,2,mc,7,2.0,444444,C0BEC3,Cesare Perdisa 🇮🇹,🇲🇨,Monaco
,ascari,0.0,2,mc,24,0.0,444444,888888,Alberto Ascari 🇮🇹,🇲🇨,Monaco
,schell,0.0,2,mc,14,0.0,16191A,EB212E,Harry Schell 🇺🇸,🇲🇨,Monaco
,mieres,0.0,2,mc,9,2.0,444444,C0BEC3,Roberto Mieres 🇦🇷,🇲🇨,Monaco
,bayol,0.0,2,mc,25,0.0,444444,888888,Élie Bayol 🇫🇷,🇲🇨,Monaco
,fangio,1.0,2,mc,2,10.0,D7D7D5,18A19B,Juan Fangio 🇦🇷,🇲🇨,Monaco
,manzon,0.0,2,mc,27,0.0,444444,888888,Robert Manzon 🇫🇷,🇲🇨,Monaco
,simon,0.0,2,mc,28,0.0,D7D7D5,18A19B,André Simon 🇫🇷,🇲🇨,Monaco
,hawthorn,0.0,2,mc,29,0.0,444444,336667,Mike Hawthorn 🇬🇧,🇲🇨,Monaco
,rosier,0.0,2,mc,30,0.0,444444,C0BEC3,Louis Rosier 🇫🇷,🇲🇨,Monaco
,musso,0.0,2,mc,16,0.0,444444,C0BEC3,Luigi Musso 🇮🇹,🇲🇨,Monaco
,macklin,0.0,2,mc,32,0.0,444444,C0BEC3,Lance Macklin 🇬🇧,🇲🇨,Monaco
,whiteaway,0.0,2,mc,33,0.0,444444,888888,Ted Whiteaway 🇬🇧,🇲🇨,Monaco
,herrmann,0.0,2,mc,13,1.0,D7D7D5,18A19B,Hans Herrmann 🇩🇪,🇲🇨,Monaco
,ramos,0.0,6,gb,33,0.0,444444,888888,Hernando da Silva Ramos 🇧🇷,🇬🇧,UK
,collins,0.0,6,gb,54,0.0,444444,C0BEC3,Peter Collins 🇬🇧,🇬🇧,UK
,behra,0.0,2,mc,6,2.0,444444,C0BEC3,Jean Behra 🇫🇷,🇲🇨,Monaco
,mcalpine,0.0,6,gb,51,0.0,444444,888888,Kenneth McAlpine 🇬🇧,🇬🇧,UK
,jack_brabham,0.0,6,gb,49,0.0,444444,273027,Jack Brabham 🇦🇺,🇬🇧,UK
,mieres,0.0,6,gb,7,7.0,444444,C0BEC3,Roberto Mieres 🇦🇷,🇬🇧,UK
,trintignant,0.0,6,gb,3,11.3299999237061,16191A,EB212E,Maurice Trintignant 🇫🇷,🇬🇧,UK
,peter_walker,0.0,5,nl,52,0.0,444444,C0BEC3,Peter Walker 🇬🇧,🇳🇱,Netherlands
,kling,0.0,5,nl,19,1.0,D7D7D5,18A19B,Karl Kling 🇩🇪,🇳🇱,Netherlands
,gould,0.0,5,nl,48,0.0,444444,C0BEC3,Horace Gould 🇬🇧,🇳🇱,Netherlands
,manzon,0.0,5,nl,46,0.0,444444,888888,Robert Manzon 🇫🇷,🇳🇱,Netherlands
,trintignant,0.0,5,nl,3,11.3299999237061,16191A,EB212E,Maurice Trintignant 🇫🇷,🇳🇱,Netherlands
,schell,0.0,4,be,23,0.0,16191A,EB212E,Harry Schell 🇺🇸,🇧🇪,Belgium
,taruffi,0.0,4,be,30,0.0,16191A,EB212E,Piero Taruffi 🇮🇹,🇧🇪,Belgium
,claes,0.0,4,be,45,0.0,444444,C0BEC3,Johnny Claes 🇧🇪,🇧🇪,Belgium
,behra,0.0,4,be,10,3.0,444444,C0BEC3,Jean Behra 🇫🇷,🇧🇪,Belgium
,hawthorn,0.0,4,be,43,0.0,444444,336667,Mike Hawthorn 🇬🇧,🇧🇪,Belgium
,freeland,0.0,3,us,44,0.0,444444,888888,Don Freeland 🇺🇸,🇺🇸,USA
,niday,0.0,3,us,46,0.0,444444,D33949,Cal Niday 🇺🇸,🇺🇸,USA
,cross,0.0,3,us,47,0.0,444444,D33949,Art Cross 🇺🇸,🇺🇸,USA
,templeman,0.0,3,us,50,0.0,444444,888888,Shorty Templeman 🇺🇸,🇺🇸,USA
,hanks,0.0,3,us,51,0.0,444444,D33949,Sam Hanks 🇺🇸,🇺🇸,USA
,andrews,0.0,3,us,53,0.0,444444,888888,Keith Andrews 🇺🇸,🇺🇸,USA
,parsons,0.0,3,us,56,0.0,444444,D33949,Johnnie Parsons 🇺🇸,🇺🇸,USA
,russo,0.0,3,us,57,0.0,444444,888888,Eddie Russo 🇺🇸,🇺🇸,USA
,ray_crawford,0.0,3,us,59,0.0,444444,D33949,Ray Crawford 🇺🇸,🇺🇸,USA
,bryan,0.0,3,us,60,0.0,444444,C4333B,Jimmy Bryan 🇺🇸,🇺🇸,USA
,vukovich,1.0,3,us,21,1.0,444444,D33949,Bill Vukovich 🇺🇸,🇺🇸,USA
,mcgrath,0.0,3,us,61,0.0,444444,D33949,Jack McGrath 🇺🇸,🇺🇸,USA
,keller,0.0,3,us,62,0.0,444444,D33949,Al Keller 🇺🇸,🇺🇸,USA
,ward,0.0,3,us,63,0.0,444444,C4333B,Rodger Ward 🇺🇸,🇺🇸,USA
,piotti,0.0,7,it,74,0.0,444444,888888,Luigi Piotti 🇮🇹,🇮🇹,Italy
,castellotti,0.0,4,be,6,6.0,444444,888888,Eugenio Castellotti 🇮🇹,🇧🇪,Belgium
,hoyt,0.0,3,us,66,0.0,444444,888888,Jerry Hoyt 🇺🇸,🇺🇸,USA
,agabashian,0.0,3,us,67,0.0,444444,D33949,Fred Agabashian 🇺🇸,🇺🇸,USA
,reece,0.0,3,us,68,0.0,444444,888888,Jimmy Reece 🇺🇸,🇺🇸,USA
,kling,0.0,4,be,18,1.0,D7D7D5,18A19B,Karl Kling 🇩🇪,🇧🇪,Belgium
,uria,0.0,1,ar,19,0.0,444444,C0BEC3,Alberto Uria 🇺🇾,🇦🇷,Argentina
1,moss,9.0,6,gb,2,22.0,D7D7D5,18A19B,Stirling Moss 🇬🇧,🇬🇧,UK
1,fangio,9.0,4,be,1,19.0,D7D7D5,18A19B,Juan Fangio 🇦🇷,🇧🇪,Belgium
1,trintignant,8.0,2,mc,1,11.3299999237061,16191A,EB212E,Maurice Trintignant 🇫🇷,🇲🇨,Monaco
1,fangio,8.0,7,it,1,40.0,D7D7D5,18A19B,Juan Fangio 🇦🇷,🇮🇹,Italy
1,sweikert,8.0,3,us,3,8.0,444444,D33949,Bob Sweikert 🇺🇸,🇺🇸,USA
1,fangio,8.0,5,nl,1,27.0,D7D7D5,18A19B,Juan Fangio 🇦🇷,🇳🇱,Netherlands
1,fangio,9.0,1,ar,1,9.0,D7D7D5,18A19B,Juan Fangio 🇦🇷,🇦🇷,Argentina
10,pollet,0.0,5,nl,27,0.0,444444,888888,Jacques Pollet 🇫🇷,🇳🇱,Netherlands
10,hawthorn,0.0,7,it,27,0.0,16191A,EB212E,Mike Hawthorn 🇬🇧,🇮🇹,Italy
10,flaherty,0.0,3,us,33,0.0,444444,D33949,Pat Flaherty 🇺🇸,🇺🇸,USA
11,claes,0.0,5,nl,37,0.0,16191A,EB212E,Johnny Claes 🇧🇪,🇳🇱,Netherlands
11,darter,0.0,3,us,34,0.0,444444,C4333B,Duane Carter 🇺🇸,🇺🇸,USA
12,weyant,0.0,3,us,35,0.0,444444,D33949,Chuck Weyant 🇺🇸,🇺🇸,USA
13,johnson,0.0,3,us,36,0.0,444444,888888,Eddie Johnson 🇺🇸,🇺🇸,USA
14,rathmann,0.0,3,us,37,0.0,444444,DBC75F,Jim Rathmann 🇺🇸,🇺🇸,USA
2,paul_russo,3.0,3,us,8,3.0,444444,D33949,Paul Russo 🇺🇸,🇺🇸,USA
2,gonzalez,2.0,1,ar,4,2.0,16191A,EB212E,José Froilán González 🇦🇷,🇦🇷,Argentina
