raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
198501,Brazilian Grand Prix,1,br,1985,1985-04-07T00:00:00.000Z,jacarepagua,,🇧🇷,Brazil
198502,Portuguese Grand Prix,2,pt,1985,1985-04-21T00:00:00.000Z,estoril,,🇵🇹,Portugal
198503,San Marino Grand Prix,3,it,1985,1985-05-05T00:00:00.000Z,imola,,🇮🇹,Italy
198504,Monaco Grand Prix,4,mc,1985,1985-05-19T00:00:00.000Z,monaco,,🇲🇨,Monaco
198505,Canadian Grand Prix,5,ca,1985,1985-06-16T00:00:00.000Z,villeneuve,,🇨🇦,Canada
198506,Detroit Grand Prix,6,us,1985,1985-06-23T00:00:00.000Z,detroit,,🇺🇸,USA
198507,French Grand Prix,7,fr,1985,1985-07-07T00:00:00.000Z,ricard,,🇫🇷,France
198508,British Grand Prix,8,gb,1985,1985-07-21T00:00:00.000Z,silverstone,,🇬🇧,UK
198509,German Grand Prix,9,de,1985,1985-08-04T00:00:00.000Z,nurburgring,,🇩🇪,Germany
198510,Austrian Grand Prix,10,at,1985,1985-08-18T00:00:00.000Z,osterreichring,,🇦🇹,Austria
198511,Dutch Grand Prix,11,nl,1985,1985-08-25T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
198512,Italian Grand Prix,12,it,1985,1985-09-08T00:00:00.000Z,monza,,🇮🇹,Italy
198513,Belgian Grand Prix,13,be,1985,1985-09-15T00:00:00.000Z,spa,,🇧🇪,Belgium
198514,European Grand Prix,14,gb,1985,1985-10-06T00:00:00.000Z,brands_hatch,,🇬🇧,UK
198515,South African Grand Prix,15,za,1985,1985-10-19T00:00:00.000Z,kyalami,,🇿🇦,South Africa
198516,Australian Grand Prix,16,au,1985,1985-11-03T00:00:00.000Z,adelaide,,🇦🇺,Australia
