name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
2008 Australian Grand Prix 🇦🇺,1,20,30,McLaren 🇬🇧,2008-03-16,R,,2008,Lewis Hamilton 🇬🇧
2008 Bahrain Grand Prix 🇧🇭,3,14,40,Ferrari 🇮🇹,2008-04-06,R,,2008,Felipe Massa 🇧🇷
2008 Belgian Grand Prix 🇧🇪,13,12,13,Ferrari 🇮🇹,2008-09-07,R,,2008,Felipe Massa 🇧🇷
2008 Brazilian Grand Prix 🇧🇷,18,11,0,Ferrari 🇮🇹,2008-11-02,R,,2008,Felipe Massa 🇧🇷
2008 British Grand Prix 🇬🇧,9,7,35,McLaren 🇬🇧,2008-07-06,R,,2008,Lewis Hamilton 🇬🇧
2008 Canadian Grand Prix 🇨🇦,7,15,43,BMW Sauber 🇩🇪,2008-06-08,R,,2008,Robert Kubica 🇵🇱
2008 Chinese Grand Prix 🇨🇳,17,10,56,McLaren 🇬🇧,2008-10-19,8,+56.645,2008,Lewis Hamilton 🇬🇧
2008 European Grand Prix 🇪🇸,12,15,57,Ferrari 🇮🇹,2008-08-24,11,+1:32.717,2008,Felipe Massa 🇧🇷
2008 French Grand Prix 🇫🇷,8,9,70,Ferrari 🇮🇹,2008-06-22,7,+41.033,2008,Felipe Massa 🇧🇷
2008 German Grand Prix 🇩🇪,10,17,67,McLaren 🇬🇧,2008-07-20,2,+5.586,2008,Lewis Hamilton 🇬🇧
2008 Hungarian Grand Prix 🇭🇺,11,10,70,McLaren 🇬🇧,2008-08-03,6,+32.298,2008,Heikki Kovalainen 🇫🇮
2008 Italian Grand Prix 🇮🇹,14,17,53,Toro Rosso 🇮🇹,2008-09-14,10,+54.445,2008,Sebastian Vettel 🇩🇪
2008 Japanese Grand Prix 🇯🇵,16,12,67,Renault 🇫🇷,2008-10-12,4,+20.570,2008,Fernando Alonso 🇪🇸
2008 Malaysian Grand Prix 🇲🇾,2,13,56,Ferrari 🇮🇹,2008-03-23,11,+1:32.202,2008,Kimi Räikkönen 🇫🇮
2008 Monaco Grand Prix 🇲🇨,6,17,47,McLaren 🇬🇧,2008-05-25,R,,2008,Lewis Hamilton 🇬🇧
2008 Singapore Grand Prix 🇸🇬,15,16,13,Renault 🇫🇷,2008-09-28,R,,2008,Fernando Alonso 🇪🇸
2008 Spanish Grand Prix 🇪🇸,4,10,6,Ferrari 🇮🇹,2008-04-27,R,,2008,Kimi Räikkönen 🇫🇮
2008 Turkish Grand Prix 🇹🇷,5,17,57,Ferrari 🇮🇹,2008-05-11,15,,2008,Felipe Massa 🇧🇷
2009 Australian Grand Prix 🇦🇺,1,14,24,Brawn 🇬🇧,2009-03-29,R,,2009,Jenson Button 🇬🇧
2009 Bahrain Grand Prix 🇧🇭,4,15,57,Brawn 🇬🇧,2009-04-26,10,+1:05.149,2009,Jenson Button 🇬🇧
2009 British Grand Prix 🇬🇧,8,14,59,Red Bull 🇦🇹,2009-06-21,12,,2009,Sebastian Vettel 🇩🇪
2009 Chinese Grand Prix 🇨🇳,3,16,54,Red Bull 🇦🇹,2009-04-19,16,,2009,Sebastian Vettel 🇩🇪
2009 German Grand Prix 🇩🇪,9,10,60,Red Bull 🇦🇹,2009-07-12,13,+1:08.328,2009,Mark Webber 🇦🇺
2009 Hungarian Grand Prix 🇭🇺,10,14,70,McLaren 🇬🇧,2009-07-26,12,+1:11.512,2009,Lewis Hamilton 🇬🇧
2009 Malaysian Grand Prix 🇲🇾,2,17,31,Brawn 🇬🇧,2009-04-05,13,,2009,Jenson Button 🇬🇧
2009 Monaco Grand Prix 🇲🇨,6,12,10,Brawn 🇬🇧,2009-05-24,R,,2009,Jenson Button 🇬🇧
2009 Spanish Grand Prix 🇪🇸,5,12,65,Brawn 🇬🇧,2009-05-10,12,,2009,Jenson Button 🇬🇧
2009 Turkish Grand Prix 🇹🇷,7,17,57,Brawn 🇬🇧,2009-06-07,16,,2009,Jenson Button 🇬🇧
