raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
201201,Australian Grand Prix,1,au,2012,2012-03-18T00:00:00.000Z,albert_park,06:00:00,🇦🇺,Australia
201202,Malaysian Grand Prix,2,my,2012,2012-03-25T00:00:00.000Z,sepang,08:00:00,🇲🇾,Malaysia
201203,Chinese Grand Prix,3,cn,2012,2012-04-15T00:00:00.000Z,shanghai,07:00:00,🇨🇳,China
201204,Bahrain Grand Prix,4,bh,2012,2012-04-22T00:00:00.000Z,bahrain,12:00:00,🇧🇭,Bahrain
201205,Spanish Grand Prix,5,es,2012,2012-05-13T00:00:00.000Z,catalunya,12:00:00,🇪🇸,Spain
201206,Monaco Grand Prix,6,mc,2012,2012-05-27T00:00:00.000Z,monaco,12:00:00,🇲🇨,Monaco
201207,Canadian Grand Prix,7,ca,2012,2012-06-10T00:00:00.000Z,villeneuve,18:00:00,🇨🇦,Canada
201208,European Grand Prix,8,es,2012,2012-06-24T00:00:00.000Z,valencia,12:00:00,🇪🇸,Spain
201209,British Grand Prix,9,gb,2012,2012-07-08T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
201210,German Grand Prix,10,de,2012,2012-07-22T00:00:00.000Z,hockenheimring,12:00:00,🇩🇪,Germany
201211,Hungarian Grand Prix,11,hu,2012,2012-07-29T00:00:00.000Z,hungaroring,12:00:00,🇭🇺,Hungary
201212,Belgian Grand Prix,12,be,2012,2012-09-02T00:00:00.000Z,spa,12:00:00,🇧🇪,Belgium
201213,Italian Grand Prix,13,it,2012,2012-09-09T00:00:00.000Z,monza,12:00:00,🇮🇹,Italy
201214,Singapore Grand Prix,14,sg,2012,2012-09-23T00:00:00.000Z,marina_bay,12:00:00,🇸🇬,Singapore
201215,Japanese Grand Prix,15,jp,2012,2012-10-07T00:00:00.000Z,suzuka,06:00:00,🇯🇵,Japan
201216,Korean Grand Prix,16,kr,2012,2012-10-14T00:00:00.000Z,yeongam,06:00:00,🇰🇷,Korea
201217,Indian Grand Prix,17,in,2012,2012-10-28T00:00:00.000Z,buddh,09:30:00,🇮🇳,India
201218,Abu Dhabi Grand Prix,18,ae,2012,2012-11-04T00:00:00.000Z,yas_marina,13:00:00,🇦🇪,UAE
201219,United States Grand Prix,19,us,2012,2012-11-18T00:00:00.000Z,americas,19:00:00,🇺🇸,USA
201220,Brazilian Grand Prix,20,br,2012,2012-11-25T00:00:00.000Z,interlagos,16:00:00,🇧🇷,Brazil
