position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,hamilton,0.0,10,de,5,92.0,0D1D20,FCA13B,Lewis Hamilton 🇬🇧,🇩🇪,Germany
,vergne,0.0,13,it,17,8.0,FC181D,2039C3,Jean-Éric Vergne 🇫🇷,🇮🇹,Italy
,bruno_senna,0.0,20,br,16,31.0,082957,EAE4ED,Bruno Senna 🇧🇷,🇧🇷,Brazil
,maldonado,0.0,20,br,15,45.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇧🇷,Brazil
,grosjean,0.0,20,br,8,96.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇧🇷,Brazil
,hamilton,0.0,20,br,4,190.0,0D1D20,FCA13B,Lewis Hamilton 🇬🇧,🇧🇷,Brazil
,vergne,0.0,19,us,17,12.0,FC181D,2039C3,Jean-Éric Vergne 🇫🇷,🇺🇸,USA
,webber,0.0,19,us,5,167.0,FDCC2F,121D32,Mark Webber 🇦🇺,🇺🇸,USA
,hulkenberg,0.0,18,ae,12,49.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇦🇪,UAE
,rosberg,0.0,18,ae,8,93.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇦🇪,UAE
,karthikeyan,0.0,18,ae,24,0.0,444444,BE9D56,Narain Karthikeyan 🇮🇳,🇦🇪,UAE
,hamilton,0.0,18,ae,5,165.0,0D1D20,FCA13B,Lewis Hamilton 🇬🇧,🇦🇪,UAE
,webber,0.0,18,ae,4,167.0,FDCC2F,121D32,Mark Webber 🇦🇺,🇦🇪,UAE
,grosjean,0.0,18,ae,9,90.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇦🇪,UAE
,pic,0.0,18,ae,23,0.0,444444,5E0A16,Charles Pic 🇫🇷,🇦🇪,UAE
,perez,0.0,17,in,10,66.0,A17A5D,0736A5,Sergio Pérez 🇲🇽,🇮🇳,India
,kovalainen,0.0,1,au,18,0.0,444444,124411,Heikki Kovalainen 🇫🇮,🇦🇺,Australia
,massa,0.0,1,au,17,0.0,16191A,EB212E,Felipe Massa 🇧🇷,🇦🇺,Australia
,michael_schumacher,0.0,1,au,20,0.0,D7D7D5,18A19B,Michael Schumacher 🇩🇪,🇦🇺,Australia
,grosjean,0.0,1,au,21,0.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇦🇺,Australia
,hulkenberg,0.0,1,au,22,0.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇦🇺,Australia
,petrov,0.0,1,au,19,0.0,444444,124411,Vitaly Petrov 🇷🇺,🇦🇺,Australia
,karthikeyan,0.0,1,au,24,0.0,444444,BE9D56,Narain Karthikeyan 🇮🇳,🇦🇺,Australia
,rosa,0.0,17,in,25,0.0,444444,BE9D56,Pedro de la Rosa 🇪🇸,🇮🇳,India
,button,0.0,16,kr,6,131.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇰🇷,Korea
,rosberg,0.0,16,kr,7,93.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇰🇷,Korea
,kobayashi,0.0,16,kr,11,50.0,A17A5D,0736A5,Kamui Kobayashi 🇯🇵,🇰🇷,Korea
,rosa,0.0,16,kr,25,0.0,444444,BE9D56,Pedro de la Rosa 🇪🇸,🇰🇷,Korea
,rosberg,0.0,15,jp,7,93.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇯🇵,Japan
,rosa,0.0,1,au,23,0.0,444444,BE9D56,Pedro de la Rosa 🇪🇸,🇦🇺,Australia
,perez,0.0,15,jp,10,66.0,A17A5D,0736A5,Sergio Pérez 🇲🇽,🇯🇵,Japan
,karthikeyan,0.0,15,jp,24,0.0,444444,BE9D56,Narain Karthikeyan 🇮🇳,🇯🇵,Japan
,pic,0.0,15,jp,23,0.0,444444,5E0A16,Charles Pic 🇫🇷,🇯🇵,Japan
,hamilton,0.0,14,sg,4,142.0,0D1D20,FCA13B,Lewis Hamilton 🇬🇧,🇸🇬,Singapore
,karthikeyan,0.0,14,sg,24,0.0,444444,BE9D56,Narain Karthikeyan 🇮🇳,🇸🇬,Singapore
,maldonado,0.0,14,sg,15,29.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇸🇬,Singapore
,michael_schumacher,0.0,14,sg,12,43.0,D7D7D5,18A19B,Michael Schumacher 🇩🇪,🇸🇬,Singapore
,vergne,0.0,14,sg,17,8.0,FC181D,2039C3,Jean-Éric Vergne 🇫🇷,🇸🇬,Singapore
,maldonado,0.0,4,bh,14,4.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇧🇭,Bahrain
,button,0.0,13,it,6,101.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇮🇹,Italy
,grosjean,0.0,12,be,8,76.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇧🇪,Belgium
,hamilton,0.0,12,be,5,117.0,0D1D20,FCA13B,Lewis Hamilton 🇬🇧,🇧🇪,Belgium
,alonso,0.0,12,be,1,164.0,16191A,EB212E,Fernando Alonso 🇪🇸,🇧🇪,Belgium
,perez,0.0,12,be,9,47.0,A17A5D,0736A5,Sergio Pérez 🇲🇽,🇧🇪,Belgium
,maldonado,0.0,12,be,14,29.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇧🇪,Belgium
,alonso,0.0,15,jp,1,194.0,16191A,EB212E,Fernando Alonso 🇪🇸,🇯🇵,Japan
,grosjean,0.0,2,my,24,0.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇲🇾,Malaysia
,karthikeyan,0.0,12,be,23,0.0,444444,BE9D56,Narain Karthikeyan 🇮🇳,🇧🇪,Belgium
,michael_schumacher,0.0,11,hu,12,29.0,D7D7D5,18A19B,Michael Schumacher 🇩🇪,🇭🇺,Hungary
,karthikeyan,0.0,11,hu,23,0.0,444444,BE9D56,Narain Karthikeyan 🇮🇳,🇭🇺,Hungary
,perez,0.0,20,br,10,66.0,A17A5D,0736A5,Sergio Pérez 🇲🇽,🇧🇷,Brazil
,petrov,0.0,9,gb,20,0.0,444444,124411,Vitaly Petrov 🇷🇺,🇬🇧,UK
,resta,0.0,9,gb,11,27.0,C81625,F6AFC1,Paul di Resta 🇬🇧,🇬🇧,UK
,perez,0.0,9,gb,9,39.0,A17A5D,0736A5,Sergio Pérez 🇲🇽,🇬🇧,UK
,glock,0.0,8,es,21,0.0,444444,5E0A16,Timo Glock 🇩🇪,🇪🇸,Spain
