position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,kevin_magnussen,0.0,21,ae,16,7.0,424B52,FDE139,Kevin Magnussen 🇩🇰,🇦🇪,UAE
,bottas,0.0,21,ae,8,85.0,082957,EAE4ED,Valtteri Bottas 🇫🇮,🇦🇪,UAE
,button,0.0,21,ae,15,21.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇦🇪,UAE
,kvyat,0.0,21,ae,14,25.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇦🇪,UAE
,sainz,0.0,21,ae,12,46.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇦🇪,UAE
,grosjean,0.0,20,br,13,29.0,4D4E52,CF0F18,Romain Grosjean 🇫🇷,🇧🇷,Brazil
,ericsson,0.0,20,br,22,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇧🇷,Brazil
,raikkonen,0.0,20,br,6,178.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇧🇷,Brazil
,jolyon_palmer,0.0,20,br,18,1.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇧🇷,Brazil
,massa,0.0,20,br,11,51.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇧🇷,Brazil
,gutierrez,0.0,20,br,21,0.0,4D4E52,CF0F18,Esteban Gutiérrez 🇲🇽,🇧🇷,Brazil
,wehrlein,0.0,19,mx,18,1.0,444444,5E0A16,Pascal Wehrlein 🇩🇪,🇲🇽,Mexico
,hulkenberg,0.0,18,us,9,54.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇺🇸,USA
,gutierrez,0.0,18,us,20,0.0,4D4E52,CF0F18,Esteban Gutiérrez 🇲🇽,🇺🇸,USA
,max_verstappen,0.0,18,us,6,165.0,FDCC2F,121D32,Max Verstappen 🇳🇱,🇺🇸,USA
,ericsson,0.0,1,au,17,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇦🇺,Australia
,raikkonen,0.0,1,au,18,0.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇦🇺,Australia
,haryanto,0.0,1,au,19,0.0,444444,5E0A16,Rio Haryanto 🇮🇩,🇦🇺,Australia
,gutierrez,0.0,1,au,20,0.0,4D4E52,CF0F18,Esteban Gutiérrez 🇲🇽,🇦🇺,Australia
,alonso,0.0,1,au,21,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇦🇺,Australia
,kvyat,0.0,1,au,22,0.0,FDCC2F,121D32,Daniil Kvyat 🇷🇺,🇦🇺,Australia
,vettel,0.0,16,my,5,153.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇲🇾,Malaysia
,grosjean,0.0,16,my,13,28.0,4D4E52,CF0F18,Romain Grosjean 🇫🇷,🇲🇾,Malaysia
,kevin_magnussen,0.0,16,my,16,7.0,424B52,FDE139,Kevin Magnussen 🇩🇰,🇲🇾,Malaysia
,gutierrez,0.0,16,my,20,0.0,4D4E52,CF0F18,Esteban Gutiérrez 🇲🇽,🇲🇾,Malaysia
,hamilton,0.0,16,my,2,265.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇲🇾,Malaysia
,nasr,0.0,16,my,22,0.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇲🇾,Malaysia
,grosjean,0.0,15,sg,13,28.0,4D4E52,CF0F18,Romain Grosjean 🇫🇷,🇸🇬,Singapore
,hulkenberg,0.0,15,sg,9,46.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇸🇬,Singapore
,bottas,0.0,15,sg,7,70.0,082957,EAE4ED,Valtteri Bottas 🇫🇮,🇸🇬,Singapore
,button,0.0,15,sg,15,17.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇸🇬,Singapore
,nasr,0.0,14,it,22,0.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇮🇹,Italy
,jolyon_palmer,0.0,14,it,20,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇮🇹,Italy
,wehrlein,0.0,14,it,17,1.0,444444,5E0A16,Pascal Wehrlein 🇩🇪,🇮🇹,Italy
,kvyat,0.0,14,it,14,23.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇮🇹,Italy
,wehrlein,0.0,13,be,17,1.0,444444,5E0A16,Pascal Wehrlein 🇩🇪,🇧🇪,Belgium
,button,0.0,13,be,15,17.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇧🇪,Belgium
,sainz,0.0,13,be,12,30.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇧🇪,Belgium
,sainz,0.0,2,bh,12,2.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇧🇭,Bahrain
,gutierrez,0.0,2,bh,22,0.0,4D4E52,CF0F18,Esteban Gutiérrez 🇲🇽,🇧🇭,Bahrain
,button,0.0,2,bh,20,0.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇧🇭,Bahrain
,vettel,0.0,2,bh,6,15.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇧🇭,Bahrain
,jolyon_palmer,0.0,2,bh,15,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇧🇭,Bahrain
,ericsson,0.0,13,be,21,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇧🇪,Belgium
,kevin_magnussen,0.0,13,be,16,6.0,424B52,FDE139,Kevin Magnussen 🇩🇰,🇧🇪,Belgium
,massa,0.0,12,de,9,38.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇩🇪,Germany
,nasr,0.0,12,de,22,0.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇩🇪,Germany
,button,0.0,11,hu,15,13.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇭🇺,Hungary
,wehrlein,0.0,10,gb,17,1.0,444444,5E0A16,Pascal Wehrlein 🇩🇪,🇬🇧,UK
,ericsson,0.0,10,gb,21,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇬🇧,UK
,grosjean,0.0,10,gb,10,28.0,4D4E52,CF0F18,Romain Grosjean 🇫🇷,🇬🇧,UK
,haryanto,0.0,10,gb,23,0.0,444444,5E0A16,Rio Haryanto 🇮🇩,🇬🇧,UK
,jolyon_palmer,0.0,10,gb,20,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇬🇧,UK
,kvyat,0.0,9,at,11,22.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇦🇹,Austria
,vettel,0.0,9,at,3,96.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇦🇹,Austria
,kvyat,0.0,8,az,10,22.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇦🇿,Azerbaijan
,sainz,0.0,8,az,14,18.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇦🇿,Azerbaijan
,wehrlein,0.0,8,az,22,0.0,444444,5E0A16,Pascal Wehrlein 🇩🇪,🇦🇿,Azerbaijan
,alonso,0.0,8,az,13,18.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇦🇿,Azerbaijan
,button,0.0,7,ca,16,5.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇨🇦,Canada
,jolyon_palmer,0.0,7,ca,19,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇨🇦,Canada
,massa,0.0,7,ca,8,37.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇨🇦,Canada
,jolyon_palmer,0.0,6,mc,19,0.0,424B52,FDE139,Jolyon Palmer 🇬🇧,🇲🇨,Monaco
,raikkonen,0.0,6,mc,4,61.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇲🇨,Monaco
,kvyat,0.0,6,mc,10,22.0,FC181D,2039C3,Daniil Kvyat 🇷🇺,🇲🇨,Monaco
,kevin_magnussen,0.0,6,mc,15,6.0,424B52,FDE139,Kevin Magnussen 🇩🇰,🇲🇨,Monaco
,max_verstappen,0.0,6,mc,6,38.0,FDCC2F,121D32,Max Verstappen 🇳🇱,🇲🇨,Monaco
,nasr,0.0,6,mc,22,0.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇲🇨,Monaco
,ericsson,0.0,6,mc,20,0.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇲🇨,Monaco
,rosberg,0.0,5,es,1,100.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇪🇸,Spain
,hamilton,0.0,5,es,3,57.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇪🇸,Spain
,hulkenberg,0.0,5,es,15,6.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇪🇸,Spain
,alonso,0.0,5,es,12,8.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇪🇸,Spain
,grosjean,0.0,5,es,10,22.0,4D4E52,CF0F18,Romain Grosjean 🇫🇷,🇪🇸,Spain
,haryanto,0.0,4,ru,23,0.0,444444,5E0A16,Rio Haryanto 🇮🇩,🇷🇺,Russia
,hulkenberg,0.0,4,ru,13,6.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇷🇺,Russia
,vettel,0.0,4,ru,5,33.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇷🇺,Russia
,max_verstappen,0.0,4,ru,10,13.0,FC181D,2039C3,Max Verstappen 🇳🇱,🇷🇺,Russia
,raikkonen,0.0,18,us,5,170.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇺🇸,USA
1,rosberg,25.0,8,az,1,141.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇦🇿,Azerbaijan
1,hamilton,25.0,10,gb,2,167.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇬🇧,UK
1,hamilton,25.0,9,at,2,142.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇦🇹,Austria
1,rosberg,25.0,17,jp,1,313.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇯🇵,Japan
1,rosberg,25.0,4,ru,1,100.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇷🇺,Russia
1,ricciardo,25.0,16,my,3,204.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇲🇾,Malaysia
1,hamilton,25.0,11,hu,1,192.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇭🇺,Hungary
